release,made_date,stream,horizon,target_date,fit,observed,median,lo30,hi30,lo60,hi60,lo90,hi90
results-1505,2026-05-27,confirmed cases,21,2026-06-17,frozen,771.0,192.5,124.0,298.0,72.0,429.2,17.75,1264.5
results-v1.13.2,2026-05-27,confirmed cases,21,2026-06-17,frozen,771.0,192.5,124.0,298.0,72.0,429.2,17.75,1264.5
results-1489,2026-05-27,confirmed cases,21,2026-06-17,frozen,771.0,192.5,124.0,298.0,72.0,429.2,17.75,1264.5
results-1479,2026-05-27,confirmed cases,21,2026-06-17,frozen,771.0,192.5,124.0,298.0,72.0,429.2,17.75,1264.5
results-1469,2026-05-27,confirmed cases,21,2026-06-17,frozen,771.0,192.5,124.0,298.0,72.0,429.2,17.75,1264.5
results-1462,2026-05-27,confirmed cases,21,2026-06-17,frozen,771.0,192.5,124.0,298.0,72.0,429.2,17.75,1264.5
results-v1.12.0,2026-05-27,confirmed cases,21,2026-06-17,frozen,771.0,222.0,138.65,330.7,71.8,507.0,17.75,1003.05
results-1446,2026-05-27,confirmed cases,21,2026-06-17,frozen,771.0,222.0,138.65,330.7,71.8,507.0,17.75,1003.05
results-1441,2026-05-27,confirmed cases,21,2026-06-17,frozen,771.0,222.0,138.65,330.7,71.8,507.0,17.75,1003.05
results-1394,2026-05-27,confirmed cases,21,2026-06-17,frozen,771.0,256.0,178.95,366.75,104.0,531.6,33.9,988.1
results-1391,2026-05-27,confirmed cases,21,2026-06-17,frozen,771.0,256.0,178.95,366.75,104.0,531.6,33.9,988.1
results-1359,2026-05-27,confirmed cases,21,2026-06-17,frozen,771.0,256.0,178.95,366.75,104.0,531.6,33.9,988.1
results-v1.16.0,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,433.5,330.0,552.35,264.8,719.6,180.8,1149.65
results-v1.15.0,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,379.5,313.65,476.75,219.6,613.4,120.85,1171.55
results-1591,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,379.5,313.65,476.75,219.6,613.4,120.85,1171.55
results-1573,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,304.0,203.3,475.0,87.4,733.2,24.0,1545.25
results-1527,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,304.0,203.3,475.0,87.4,733.2,24.0,1545.25
results-1505,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,304.0,203.3,475.0,87.4,733.2,24.0,1545.25
results-v1.13.2,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,304.0,203.3,475.0,87.4,733.2,24.0,1545.25
results-1489,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,304.0,203.3,475.0,87.4,733.2,24.0,1545.25
results-1479,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,304.0,203.3,475.0,87.4,733.2,24.0,1545.25
results-1469,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,304.0,203.3,475.0,87.4,733.2,24.0,1545.25
results-1462,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,304.0,203.3,475.0,87.4,733.2,24.0,1545.25
results-v1.12.0,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,315.5,218.5,482.75,127.2,801.6,56.95,1772.1
results-1446,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,315.5,218.5,482.75,127.2,801.6,56.95,1772.1
results-1441,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,315.5,218.5,482.75,127.2,801.6,56.95,1772.1
results-1394,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,365.5,210.65,624.15,117.6,993.8,27.95,1878.5
results-1391,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,365.5,210.65,624.15,117.6,993.8,27.95,1878.5
results-1359,2026-05-27,confirmed cases,28,2026-06-24,frozen,1030.0,365.5,210.65,624.15,117.6,993.8,27.95,1878.5
results-v1.16.0,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,250.5,230.65,275.35,212.0,304.2,166.95,354.3
results-v1.15.0,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,248.0,232.65,275.0,200.0,302.2,133.95,334.2
results-1591,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,252.5,231.3,274.0,209.0,310.4,148.0,362.05
results-1573,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,253.5,226.65,274.35,201.0,299.0,154.0,345.1
results-1527,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,253.0,230.95,277.7,198.0,307.6,144.0,370.05
results-1505,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,258.0,232.65,278.0,209.0,308.2,154.75,371.3
results-v1.13.2,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,248.0,222.95,276.0,192.8,303.2,143.9,352.1
results-1489,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,251.0,228.65,276.0,202.8,299.2,154.95,366.35
results-1479,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,257.5,234.65,281.0,212.0,305.0,158.0,353.05
results-1469,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,250.5,229.65,283.0,198.6,313.2,144.7,360.25
results-1462,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,240.5,219.65,271.0,189.0,300.2,133.85,371.05
results-v1.12.0,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,257.5,236.65,279.35,206.8,306.4,162.8,352.2
results-1446,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,250.5,230.6,273.35,199.6,300.4,159.7,350.3
results-1441,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,249.5,221.65,279.35,195.8,305.0,151.95,340.3
results-1394,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,250.5,222.0,274.0,192.0,301.2,155.0,346.15
results-1391,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,260.5,238.0,289.35,203.0,325.0,158.85,365.05
results-1359,2026-06-08,confirmed cases,7,2026-06-15,baseline,239.0,256.0,230.0,280.0,204.0,301.2,152.85,365.15
results-v1.16.0,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,386.5,328.65,462.05,281.0,561.2,187.9,836.55
results-v1.15.0,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,374.0,317.85,439.0,271.0,527.2,170.65,766.2
results-1591,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,374.0,317.85,439.0,271.0,527.2,170.65,766.2
results-1573,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,400.0,302.0,481.4,212.0,630.2,85.75,1002.8
results-1527,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,346.0,277.25,433.85,199.8,626.4,80.55,1010.35
results-1505,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,346.0,277.25,433.85,199.8,626.4,80.55,1010.35
results-v1.13.2,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,346.0,277.25,433.85,199.8,626.4,80.55,1010.35
results-1489,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,346.0,277.25,433.85,199.8,626.4,80.55,1010.35
results-1479,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,346.0,277.25,433.85,199.8,626.4,80.55,1010.35
results-1469,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,346.0,277.25,433.85,199.8,626.4,80.55,1010.35
results-1462,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,346.0,277.25,433.85,199.8,626.4,80.55,1010.35
results-v1.12.0,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,400.5,312.65,473.7,227.8,593.8,108.8,974.35
results-1446,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,400.5,312.65,473.7,227.8,593.8,108.8,974.35
results-1441,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,400.5,312.65,473.7,227.8,593.8,108.8,974.35
results-1394,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,360.5,252.6,456.35,166.4,543.0,72.8,995.45
results-1391,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,360.5,252.6,456.35,166.4,543.0,72.8,995.45
results-1359,2026-06-08,confirmed cases,7,2026-06-15,frozen,239.0,360.5,252.6,456.35,166.4,543.0,72.8,995.45
results-v1.16.0,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,494.5,451.3,546.35,383.0,586.2,270.9,673.3
results-v1.15.0,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,482.0,436.0,515.7,385.0,586.2,310.0,681.1
results-1591,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,482.0,429.65,527.0,388.0,598.0,279.85,681.2
results-1573,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,489.5,434.6,535.0,397.0,595.2,316.95,712.15
results-1527,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,470.0,430.25,519.05,376.0,567.8,290.85,674.05
results-1505,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,495.0,448.65,537.35,382.8,596.0,285.35,682.05
results-v1.13.2,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,493.5,445.3,548.35,375.6,583.4,276.8,705.0
results-1489,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,488.0,443.0,538.0,387.6,599.4,298.9,685.5
results-1479,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,478.0,435.65,533.0,379.6,573.8,281.4,680.95
results-1469,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,513.0,455.0,555.0,404.0,614.2,284.55,714.05
results-1462,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,502.0,463.6,539.0,394.2,581.4,283.9,657.0
results-v1.12.0,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,484.5,412.65,530.7,343.6,586.4,271.95,692.15
results-1446,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,484.0,424.6,533.7,380.8,610.8,287.65,660.05
results-1441,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,471.0,428.95,520.7,362.6,571.6,291.0,670.05
results-1394,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,484.0,434.65,527.0,387.6,581.6,300.8,672.15
results-1391,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,491.5,452.3,524.4,396.8,600.4,277.9,720.1
results-1359,2026-06-08,confirmed cases,14,2026-06-22,baseline,496.0,501.0,432.95,543.75,378.4,609.6,313.9,736.05
results-v1.16.0,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,1000.5,860.6,1201.35,738.0,1606.6,531.35,2398.0
results-v1.15.0,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,966.5,802.3,1152.4,693.0,1513.6,455.85,2206.45
results-1591,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,966.5,802.3,1152.4,693.0,1513.6,455.85,2206.45
results-1573,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,882.0,612.2,1120.1,406.8,1649.0,193.4,3230.1
results-1527,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,812.0,579.3,1044.45,426.6,1583.8,212.3,3455.0
results-1505,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,812.0,579.3,1044.45,426.6,1583.8,212.3,3455.0
results-v1.13.2,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,812.0,579.3,1044.45,426.6,1583.8,212.3,3455.0
results-1489,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,812.0,579.3,1044.45,426.6,1583.8,212.3,3455.0
results-1479,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,812.0,579.3,1044.45,426.6,1583.8,212.3,3455.0
results-1469,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,812.0,579.3,1044.45,426.6,1583.8,212.3,3455.0
results-1462,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,812.0,579.3,1044.45,426.6,1583.8,212.3,3455.0
results-v1.12.0,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,904.0,668.55,1130.05,496.6,1493.2,269.25,2668.6
results-1446,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,904.0,668.55,1130.05,496.6,1493.2,269.25,2668.6
results-1441,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,904.0,668.55,1130.05,496.6,1493.2,269.25,2668.6
results-1394,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,822.5,610.65,1223.8,413.8,1758.2,143.2,3702.55
results-1391,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,822.5,610.65,1223.8,413.8,1758.2,143.2,3702.55
results-1359,2026-06-08,confirmed cases,14,2026-06-22,frozen,496.0,822.5,610.65,1223.8,413.8,1758.2,143.2,3702.55
results-v1.16.0,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,561.5,522.65,602.35,463.8,668.2,350.95,774.55
results-v1.15.0,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,555.0,497.0,607.35,448.0,675.2,358.85,797.75
results-1591,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,585.0,525.9,635.7,459.4,682.0,339.8,783.1
results-1573,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,545.0,504.3,597.0,421.4,664.4,338.1,781.0
results-1527,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,580.5,512.65,616.0,458.0,683.2,329.25,779.35
results-1505,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,585.5,533.0,632.35,470.2,686.2,358.9,812.05
results-v1.13.2,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,548.0,489.3,609.7,437.4,664.0,345.85,796.2
results-1489,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,556.0,519.65,608.05,463.8,702.6,358.75,788.6
results-1479,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,567.5,520.65,602.0,420.2,666.0,333.95,788.2
results-1469,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,566.0,523.6,608.35,465.4,685.6,345.85,779.8
results-1462,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,557.0,516.3,638.35,471.8,696.4,345.7,786.2
results-v1.12.0,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,536.5,472.0,597.05,408.0,663.0,335.9,779.05
results-1446,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,545.0,484.0,601.0,416.0,662.0,330.7,752.9
results-1441,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,590.5,527.65,639.35,454.6,679.2,398.6,785.2
results-1394,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,557.5,509.95,617.7,427.6,687.8,325.6,805.5
results-1391,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,582.0,529.65,623.1,435.4,677.8,337.95,767.45
results-1359,2026-06-08,confirmed cases,21,2026-06-29,baseline,735.0,548.0,492.65,601.35,413.8,659.2,333.7,782.45
results-v1.16.0,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,1890.0,1611.2,2493.6,1290.2,3221.4,921.85,6575.15
results-v1.15.0,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,2022.5,1615.3,2449.2,1357.6,3026.2,902.5,5016.15
results-1591,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,2022.5,1615.3,2449.2,1357.6,3026.2,902.5,5016.15
results-1573,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,1755.5,1350.0,2476.7,853.6,3683.2,416.75,7628.9
results-1527,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,1870.5,1454.75,2522.15,905.4,3470.8,467.0,5575.2
results-1505,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,1870.5,1454.75,2522.15,905.4,3470.8,467.0,5575.2
results-v1.13.2,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,1870.5,1454.75,2522.15,905.4,3470.8,467.0,5575.2
results-1489,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,1870.5,1454.75,2522.15,905.4,3470.8,467.0,5575.2
results-1479,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,1870.5,1454.75,2522.15,905.4,3470.8,467.0,5575.2
results-1469,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,1870.5,1454.75,2522.15,905.4,3470.8,467.0,5575.2
results-1462,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,1870.5,1454.75,2522.15,905.4,3470.8,467.0,5575.2
results-v1.12.0,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,1825.0,1400.6,2277.45,946.6,3376.6,426.85,6196.5
results-1446,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,1825.0,1400.6,2277.45,946.6,3376.6,426.85,6196.5
results-1441,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,1825.0,1400.6,2277.45,946.6,3376.6,426.85,6196.5
results-1394,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,1749.5,1357.75,2278.5,955.6,3238.6,403.05,6799.25
results-1391,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,1749.5,1357.75,2278.5,955.6,3238.6,403.05,6799.25
results-1359,2026-06-08,confirmed cases,21,2026-06-29,frozen,735.0,1749.5,1357.75,2278.5,955.6,3238.6,403.05,6799.25
results-v1.16.0,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,3620.0,2660.5,4685.75,2124.6,6968.0,1334.0,17388.9
results-v1.15.0,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,3385.5,2905.35,4106.35,2186.0,5906.2,1394.85,12022.95
results-1591,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,3385.5,2905.35,4106.35,2186.0,5906.2,1394.85,12022.95
results-1573,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,3515.5,2500.95,4958.0,1463.8,7639.2,631.55,17409.2
results-1527,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,2857.0,2103.85,3980.9,1395.2,6440.6,524.7,14931.15
results-1505,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,2857.0,2103.85,3980.9,1395.2,6440.6,524.7,14931.15
results-v1.13.2,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,2857.0,2103.85,3980.9,1395.2,6440.6,524.7,14931.15
results-1489,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,2857.0,2103.85,3980.9,1395.2,6440.6,524.7,14931.15
results-1479,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,2857.0,2103.85,3980.9,1395.2,6440.6,524.7,14931.15
results-1469,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,2857.0,2103.85,3980.9,1395.2,6440.6,524.7,14931.15
results-1462,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,2857.0,2103.85,3980.9,1395.2,6440.6,524.7,14931.15
results-v1.12.0,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,3394.5,2351.0,4354.55,1381.0,7107.2,569.8,19420.4
results-1446,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,3394.5,2351.0,4354.55,1381.0,7107.2,569.8,19420.4
results-1441,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,3394.5,2351.0,4354.55,1381.0,7107.2,569.8,19420.4
results-1394,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,2886.5,2260.4,4246.45,1423.2,7347.4,440.3,15649.55
results-1391,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,2886.5,2260.4,4246.45,1423.2,7347.4,440.3,15649.55
results-1359,2026-06-08,confirmed cases,28,2026-07-06,frozen,1110.0,2886.5,2260.4,4246.45,1423.2,7347.4,440.3,15649.55
results-1359,2026-07-16,confirmed cases,7,2026-07-23,baseline,577.0,303.79,276.58,328.36,246.0,364.23,191.85,407.97
results-1359,2026-07-16,confirmed cases,7,2026-07-23,frozen,577.0,553.5,423.65,718.85,285.0,835.6,165.65,1250.2
results-1359,2026-07-16,confirmed cases,14,2026-07-30,baseline,1209.0,623.78,586.09,661.71,543.0,710.0,456.69,773.05
results-1359,2026-07-16,confirmed cases,14,2026-07-30,frozen,1209.0,1296.5,919.6,1597.45,631.6,1965.4,276.3,3085.75
results-1359,2026-07-16,confirmed cases,21,2026-08-06,baseline,1724.0,915.83,870.08,961.33,827.93,1011.35,736.27,1103.22
results-1359,2026-07-16,confirmed cases,21,2026-08-06,frozen,1724.0,1820.5,1473.0,2365.6,1107.0,3241.4,545.55,5338.5
results-1359,2026-07-16,confirmed cases,28,2026-08-13,baseline,2331.0,1184.79,1125.51,1241.43,1042.28,1312.73,905.39,1418.13
results-1359,2026-07-16,confirmed cases,28,2026-08-13,frozen,2331.0,2689.0,2103.3,3715.2,1367.4,5432.2,715.75,12288.15
results-1391,2026-07-18,confirmed cases,7,2026-07-25,baseline,584.0,410.89,381.65,442.35,357.8,469.2,313.99,542.9
results-1391,2026-07-18,confirmed cases,7,2026-07-25,frozen,584.0,604.0,489.0,772.1,382.4,954.8,222.85,1400.45
results-1391,2026-07-18,confirmed cases,14,2026-08-01,baseline,1132.0,771.49,732.0,810.0,681.33,871.06,623.69,959.69
results-1391,2026-07-18,confirmed cases,14,2026-08-01,frozen,1132.0,1301.5,991.0,1608.4,704.2,2114.6,262.75,3129.45
results-1391,2026-07-18,confirmed cases,21,2026-08-08,baseline,1678.0,1061.01,1012.15,1123.64,958.75,1165.49,849.91,1275.76
results-1391,2026-07-18,confirmed cases,21,2026-08-08,frozen,1678.0,2183.5,1540.25,2806.75,983.6,4027.0,377.45,6510.15
results-1391,2026-07-18,confirmed cases,28,2026-08-15,baseline,2329.0,1346.56,1282.04,1426.7,1203.24,1512.8,1061.92,1615.03
results-1391,2026-07-18,confirmed cases,28,2026-08-15,frozen,2329.0,2770.5,2107.85,4031.75,1348.8,6280.2,570.4,11557.65
results-1394,2026-07-19,confirmed cases,7,2026-07-26,baseline,567.0,461.11,434.65,493.0,404.57,515.2,345.75,562.06
results-1394,2026-07-19,confirmed cases,7,2026-07-26,frozen,567.0,697.5,559.95,838.45,424.0,1027.6,204.75,1701.6
results-1394,2026-07-19,confirmed cases,14,2026-08-02,baseline,1107.0,803.5,761.25,847.19,713.98,895.26,610.09,962.15
results-1394,2026-07-19,confirmed cases,14,2026-08-02,frozen,1107.0,1406.0,1072.2,1672.7,728.2,2270.2,405.95,3561.25
results-1394,2026-07-19,confirmed cases,21,2026-08-09,baseline,1686.0,1133.53,1079.14,1199.82,1025.76,1267.84,926.86,1392.73
results-1394,2026-07-19,confirmed cases,21,2026-08-09,frozen,1686.0,2334.5,1769.45,3207.8,1297.6,4353.6,614.0,7021.35
results-1394,2026-07-19,confirmed cases,28,2026-08-16,baseline,2326.0,1371.41,1313.78,1419.65,1238.26,1499.77,1118.77,1619.31
results-1394,2026-07-19,confirmed cases,28,2026-08-16,frozen,2326.0,3377.5,2506.2,4551.2,1740.0,6230.4,544.75,13013.25
results-1441,2026-07-20,confirmed cases,7,2026-07-27,baseline,615.0,462.35,433.0,490.35,398.7,523.27,338.75,573.77
results-1441,2026-07-20,confirmed cases,7,2026-07-27,frozen,615.0,613.5,526.65,771.0,406.4,929.4,218.7,1290.35
results-1441,2026-07-20,confirmed cases,14,2026-08-03,baseline,1129.0,767.66,733.3,802.43,678.35,856.83,593.81,937.0
results-1441,2026-07-20,confirmed cases,14,2026-08-03,frozen,1129.0,1466.5,1144.95,1745.8,804.4,2216.8,328.0,3354.8
results-1441,2026-07-20,confirmed cases,21,2026-08-10,baseline,1704.0,1127.52,1094.29,1188.74,1010.41,1263.74,921.78,1394.38
results-1441,2026-07-20,confirmed cases,21,2026-08-10,frozen,1704.0,2080.0,1632.9,2666.8,1078.4,3780.6,411.8,6315.1
results-1441,2026-07-20,confirmed cases,28,2026-08-17,baseline,2360.0,1361.51,1304.59,1398.64,1236.71,1480.85,1127.9,1621.67
results-1441,2026-07-20,confirmed cases,28,2026-08-17,frozen,2360.0,3109.0,2387.35,4317.75,1519.4,6510.4,593.0,16193.95
results-1446,2026-07-24,confirmed cases,7,2026-07-31,baseline,599.0,531.08,507.27,562.54,477.16,588.81,416.94,650.11
results-1446,2026-07-24,confirmed cases,7,2026-07-31,frozen,599.0,702.0,582.0,866.35,435.2,1084.6,216.35,1770.3
results-1446,2026-07-24,confirmed cases,14,2026-08-07,baseline,1134.0,933.99,896.12,979.31,844.71,1033.61,765.4,1134.28
results-1446,2026-07-24,confirmed cases,14,2026-08-07,frozen,1134.0,1418.5,1148.25,1728.7,866.0,2068.8,458.55,3247.85
results-1446,2026-07-24,confirmed cases,21,2026-08-14,baseline,1768.0,1286.98,1242.27,1346.65,1179.62,1424.05,1062.17,1524.42
results-1446,2026-07-24,confirmed cases,21,2026-08-14,frozen,1768.0,2440.0,1856.7,3016.9,1394.6,4564.2,655.45,7096.05
results-1446,2026-07-24,confirmed cases,28,2026-08-21,baseline,2383.0,1602.56,1540.05,1670.27,1434.95,1743.82,1236.92,1900.28
results-1446,2026-07-24,confirmed cases,28,2026-08-21,frozen,2383.0,3317.5,2467.8,4740.2,1669.8,6492.6,870.65,13628.9
results-v1.12.0,2026-07-25,confirmed cases,7,2026-08-01,baseline,548.0,586.5,557.0,610.84,532.5,644.51,481.81,708.2
results-v1.12.0,2026-07-25,confirmed cases,7,2026-08-01,frozen,548.0,717.5,545.0,879.4,462.0,1050.6,276.95,1476.85
results-v1.12.0,2026-07-25,confirmed cases,14,2026-08-08,baseline,1094.0,1026.28,973.84,1056.46,908.43,1109.22,827.86,1194.34
results-v1.12.0,2026-07-25,confirmed cases,14,2026-08-08,frozen,1094.0,1497.5,1175.85,1929.9,904.2,2378.6,404.75,3391.75
results-v1.12.0,2026-07-25,confirmed cases,21,2026-08-15,baseline,1745.0,1371.83,1315.95,1430.78,1229.03,1511.81,1097.84,1617.8
results-v1.12.0,2026-07-25,confirmed cases,21,2026-08-15,frozen,1745.0,2234.5,1786.0,2901.65,1340.8,4085.0,713.85,8211.25
results-v1.12.0,2026-07-25,confirmed cases,28,2026-08-22,baseline,2314.0,1674.12,1596.72,1736.77,1509.25,1829.04,1381.68,1990.71
results-v1.12.0,2026-07-25,confirmed cases,28,2026-08-22,frozen,2314.0,3470.0,2502.3,4946.2,1894.0,6529.4,813.2,16642.25
results-1462,2026-07-26,confirmed cases,7,2026-08-02,baseline,540.0,560.89,530.3,586.35,498.29,619.2,463.95,670.05
results-1462,2026-07-26,confirmed cases,7,2026-08-02,frozen,540.0,619.5,523.3,735.8,410.4,932.2,227.95,1468.55
results-1462,2026-07-26,confirmed cases,14,2026-08-09,baseline,1119.0,1025.92,977.65,1079.71,941.85,1125.55,854.62,1202.89
results-1462,2026-07-26,confirmed cases,14,2026-08-09,frozen,1119.0,1327.0,1019.35,1687.45,762.0,1998.0,495.0,3160.8
results-1462,2026-07-26,confirmed cases,21,2026-08-16,baseline,1759.0,1356.2,1306.98,1414.78,1230.17,1503.19,1092.82,1639.06
results-1462,2026-07-26,confirmed cases,21,2026-08-16,frozen,1759.0,2013.5,1647.65,2544.25,1106.6,3350.6,628.15,5433.3
results-1462,2026-07-26,confirmed cases,28,2026-08-23,baseline,2322.0,1751.39,1674.77,1825.24,1591.07,1906.8,1469.07,2018.63
results-1462,2026-07-26,confirmed cases,28,2026-08-23,frozen,2322.0,3002.5,2215.85,3883.7,1583.6,5328.4,792.55,11459.1
results-1469,2026-07-27,confirmed cases,7,2026-08-03,baseline,514.0,617.0,591.33,643.0,550.93,672.6,487.71,729.1
results-1469,2026-07-27,confirmed cases,7,2026-08-03,frozen,514.0,621.5,497.0,781.45,389.2,967.0,161.85,1368.9
