sitrep,report_date,province,patients_isolated,patients_isolated_normed,beds,occupancy_rate_pct,admissions_24h,discharges_24h,recovered_24h,deaths_incare_24h,source_section,quote
110,2026-09-01,Sud-Kivu,8,,25,32.0,0,,,,1.5.1 Prise en charge holistique prose,"Au Sud-Kivu, aucune nouvelle admission n a ete enregistree. Huit (8) patients sont en isolement pour 25 lits, soit un taux d occupation global de 32,0% (confirms Sud-Kivu's 25-bed capacity also seen in SitRep 109, not a Tshopo mislabel)"
110,2026-09-01,Haut-Uele,62,,120,51.7,11,,,,1.5.1 Prise en charge holistique prose,"Au Haut Uele, 11 nouvelles admissions ont ete enregistrees. Au terme de la journee, 62 patients, soit un taux d occupation global de 51,7% (120 lits)"
110,2026-09-01,Tshopo,3,,25,12.0,1,3,1,,1.5.1 Prise en charge holistique prose,"A la Tshopo, une nouvelle admission a ete enregistree contre 3 sorties dont 1 gueri. Trois (3) patients sont en isolement pour 25 lits, soit un taux d occupation global de 12,0%"
111,2026-09-02,Ituri,434,,978,44.4,63,106,28,,1.5.1 Prise en charge holistique prose,"En Ituri, 63 nouvelles admissions dans les differentes structures dediees contre 106 sorties dont 28 gueris. Ainsi, 434 patients sont hospitalises pour 978 lits, soit un taux d occupation de 44,4%"
111,2026-09-02,Nord-Kivu,261,,220,118.6,73,50,6,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 73 nouvelles admissions et 50 sorties enregistrees dont 6 gueris; 261 patients sont hospitalises et le taux d occupation global des lits en CTE/CT est en sursaturation (118,6%; 220 lits disponibles)"
111,2026-09-02,Haut-Uele,56,,120,46.7,9,,,,1.5.1 Prise en charge holistique prose,"Au Haut Uele, 9 nouvelles admissions ont ete enregistrees. Au terme de la journee, 56 patients, soit un taux d occupation global de 46,7% (120 lits)"
111,2026-09-02,Tshopo,7,,25,28.0,3,,,,1.5.1 Prise en charge holistique prose,"A la Tshopo, 3 nouvelles admissions ont ete enregistrees. Sept (7) patients sont en isolement pour 25 lits, soit un taux d occupation global de 28,0%. Sud-Kivu not mentioned this vintage"
112,2026-09-03,Ituri,434,,978,44.4,53,66,18,,1.5.1 Prise en charge holistique prose,"En Ituri, 53 nouvelles admissions dans les differentes structures dediees contre 66 sorties dont 18 gueris. Ainsi, 434 patients sont hospitalises pour 978 lits, soit un taux d occupation de 44,4%"
112,2026-09-03,Nord-Kivu,225,,220,102.7,70,78,2,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 70 nouvelles admissions et 78 sorties enregistrees dont 2 gueris; 225 patients sont hospitalises exprimant un taux d occupation global des lits en CTE/CT est en sursaturation (102,7%; 220 lits disponibles)"
112,2026-09-03,Haut-Uele,62,,128,50.8,14,7,0,2,1.5.1 Prise en charge holistique prose,"Au Haut Uele, 14 nouvelles admissions contre 7 sorties (4 non-cas, 2 deces suspects et 1 evasion d un confirme). Ainsi, 62 patients sont hospitalises (49 confirmes et 13 suspects) pour 128 lits, soit un taux d occupation de 50,8%"
112,2026-09-03,Tshopo,6,,25,24.0,0,1,0,0,1.5.1 Prise en charge holistique prose,"A la Tshopo, Aucune nouvelle admission n a ete enregistree et un cas confirme s est evade au J4 d hospitalisation. Six (6) patients sont en isolement pour 25 lits, soit un taux d occupation de 24,0%"
113,2026-09-04,Ituri,495,,978,50.6,96,110,19,,1.5.1 Prise en charge holistique prose,"En Ituri, 96 nouvelles admissions dans les differentes structures dediees contre 110 sorties dont 19 gueris. Ainsi, 495 patients sont hospitalises pour 978 lits, soit un taux d occupation de 50,6%"
113,2026-09-04,Nord-Kivu,237,,220,107.7,78,58,2,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 78 nouvelles admissions et 58 sorties enregistrees dont 2 gueris; 237 patients sont hospitalises exprimant un taux d occupation global des lits en CTE/CT est en sursaturation (107,7%; 220 lits disponibles)"
113,2026-09-04,Haut-Uele,62,,128,48.4,10,7,0,,1.5.1 Prise en charge holistique prose,"Au Haut Uele, 10 nouvelles admissions contre 7 sorties (aucun gueri). Ainsi, 62 patients sont hospitalises pour 128 lits, soit un taux d occupation de 48,4%"
113,2026-09-04,Tshopo,7,,25,28.0,0,1,0,,1.5.1 Prise en charge holistique prose,"A la Tshopo, aucune nouvelle admission enregistree et une sortie non-cas. Sept (7) patients sont en isolement pour 25 lits, soit un taux d occupation de 28,0%"
113,2026-09-04,Sud-Kivu,16,,25,64.0,5,0,,,1.5.1 Prise en charge holistique prose,"Au Sud-Kivu, 5 nouvelles admissions et aucune sortie. Seize (16) patients sont en isolement pour 25 lits, soit un taux d occupation de 64,0%"
114,2026-09-05,Ituri,510,,978,52.1,100,85,21,,1.5.1 Prise en charge holistique prose,"En Ituri, 100 nouvelles admissions dans les differentes structures dediees contre 85 sorties dont 21 gueris. Ainsi, 510 patients sont hospitalises pour 978 lits, soit un taux d occupation de 52,1%"
114,2026-09-05,Nord-Kivu,253,,220,115.0,54,38,2,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 54 nouvelles admissions et 38 sorties enregistrees dont 2 gueris; 253 patients sont hospitalises exprimant un taux d occupation global des lits en CTE/CT est en sursaturation (115,0%; 220 lits disponibles)"
114,2026-09-05,Haut-Uele,65,,128,50.8,15,7,8,,1.5.1 Prise en charge holistique prose,"Au Haut Uele, 15 nouvelles admissions contre 7 sorties (8 gueri). Ainsi, 65 patients sont hospitalises pour 128 lits, soit un taux d occupation de 50,8%. Printed 8 gueris exceeds the printed 7 total sorties - recorded as printed, an internal inconsistency in the source"
114,2026-09-05,Tshopo,6,,25,24.0,1,2,1,,1.5.1 Prise en charge holistique prose,"A la Tshopo, Une nouvelle admission a ete enregistree et deux sorties (1 gueri). Six (6) patients sont en isolement pour 25 lits, soit un taux d occupation de 24,0%"
114,2026-09-05,Sud-Kivu,17,,25,68.0,,,,,1.5.1 Prise en charge holistique prose,"Au Sud-Kivu, Dix-sept (17) patients sont en isolement pour 25 lits, soit un taux d occupation de 68,0%"
115,2026-09-06,Ituri,484,,978,49.5,55,79,11,,1.5.1 Prise en charge holistique prose,"En Ituri, 55 nouvelles admissions dans les differentes structures dediees contre 79 sorties dont 11 gueris. Ainsi, 484 patients sont hospitalises pour 978 lits, soit un taux d occupation de 49,5%"
115,2026-09-06,Nord-Kivu,262,,220,123.2,67,58,1,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 67 nouvelles admissions et 58 sorties enregistrees dont 1 gueri; 262 patients sont hospitalises exprimant un taux d occupation global des lits en CTE/CT est en sursaturation (123,2%; 220 lits disponibles)"
115,2026-09-06,Haut-Uele,68,,128,50.8,13,6,3,,1.5.1 Prise en charge holistique prose,"Au Haut Uele, 13 nouvelles admissions contre 6 sorties (3 gueri). Ainsi, 68 patients sont hospitalises pour 128 lits, soit un taux d occupation de 50,8%"
115,2026-09-06,Tshopo,5,,25,20.0,0,2,0,,1.5.1 Prise en charge holistique prose,"A la Tshopo, Aucune nouvelle admission n a ete enregistree et deux sorties (aucun gueri). Cinq (5) patients sont en isolement pour 25 lits, soit un taux d occupation de 20,0%. Sud-Kivu not mentioned this vintage"
116,2026-09-07,Ituri,473,,978,48.4,77,88,21,,1.5.1 Prise en charge holistique prose,"En Ituri, 77 nouvelles admissions dans les differentes structures dediees contre 88 sorties dont 21 gueris. Ainsi, 473 patients sont hospitalises pour 978 lits, soit un taux d occupation de 48,4%"
116,2026-09-07,Nord-Kivu,254,,220,115.5,74,91,2,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 74 nouvelles admissions et 91 sorties enregistrees dont 2 gueries; 254 patients sont hospitalises exprimant un taux d occupation global des lits en CTE/CT est en sursaturation (115,5%; 220 lits disponibles)"
116,2026-09-07,Haut-Uele,62,,128,48.4,11,6,4,,1.5.1 Prise en charge holistique prose,"Au Haut Uele, 11 nouvelles admissions contre 6 sorties (4 gueries). Ainsi, 62 patients sont hospitalises pour 128 lits, soit un taux d occupation de 48,4%"
116,2026-09-07,Tshopo,4,,25,16.0,2,3,0,,1.5.1 Prise en charge holistique prose,"A la Tshopo, deux nouvelles admissions ont ete enregistrees et trois sorties (aucun gueri). Quatre (4) patients sont en isolement pour 25 lits, soit un taux d occupation de 16,0%"
116,2026-09-07,Sud-Kivu,20,,,80.0,6,,,,1.5.1 Prise en charge holistique prose,"Au Sud-Kivu, 6 nouvelles admissions au decours de la journee, 20 patients sont en isolement (Taux d occupation: 80,0%)"
117,2026-09-08,Ituri,471,,983,47.9,87,89,9,,1.5.1 Prise en charge holistique prose,"En Ituri, 87 nouvelles admissions dans les differentes structures dediees contre 89 sorties dont 9 gueris. Ainsi, 471 patients sont hospitalises pour 983 lits, soit un taux d occupation de 47,9%"
117,2026-09-08,Nord-Kivu,287,,220,130.5,88,55,1,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 88 nouvelles admissions et 55 sorties enregistrees dont 1 guerie; 287 patients sont hospitalises, soit un taux d occupation global en sursaturation (130,5%; 287/220 lits disponibles)"
117,2026-09-08,Haut-Uele,49,,134,36.6,3,16,11,,1.5.1 Prise en charge holistique prose,"Au Haut Uele, 3 nouvelles admissions contre 16 sorties (11 gueries). Ainsi, 49 patients sont hospitalises pour 134 lits, soit un taux d occupation de 36,6%"
117,2026-09-08,Tshopo,7,,25,28.0,3,0,0,,1.5.1 Prise en charge holistique prose,"A la Tshopo, 3 nouvelles admissions ont ete enregistrees et aucune sortie (aucun gueri). Sept (7) patients sont en isolement pour 25 lits, soit un taux d occupation de 28,0%"
117,2026-09-08,Sud-Kivu,19,,,76.0,0,1,,,1.5.1 Prise en charge holistique prose,"Au Sud-Kivu, Aucune nouvelles admissions au decours de la journee, Une sortie et 19 patients sont en isolement (Taux d occupation :76,0%)"
118,2026-09-09,Ituri,457,,989,46.2,92,106,32,,1.5.1 Prise en charge holistique prose,"En Ituri, 92 nouvelles admissions dans les differentes structures dediees contre 106 sorties dont 32 gueris. Ainsi, 457 patients sont hospitalises pour 989 lits, soit un taux d occupation de 46,2%"
118,2026-09-09,Nord-Kivu,291,,220,132.2,72,68,1,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 72 nouvelles admissions et 68 sorties enregistrees dont 1 gueri; 291 patients sont hospitalises, soit un taux d occupation global en sursaturation (132,2%; 291/220 lits disponibles)"
118,2026-09-09,Haut-Uele,54,,134,40.3,3,16,1,,1.5.1 Prise en charge holistique prose,"Au Haut Uele, 3 nouvelles admissions contre 16 sorties (1 gueri). Ainsi, 54 patients sont hospitalises pour 134 lits, soit un taux d occupation de 40,3%"
118,2026-09-09,Tshopo,3,,25,12.0,0,4,2,,1.5.1 Prise en charge holistique prose,"A la Tshopo, Aucune nouvelle admission n a ete enregistree contre 4 sorties (2 gueris). Trois (3) patients sont en isolement pour 25 lits, soit un taux d occupation de 12,0%"
118,2026-09-09,Sud-Kivu,18,,,,0,,,,1.5.1 Prise en charge holistique prose,"Au Sud-Kivu, Aucune nouvelle admission, 18 cas suspects restent en isolement"
119,2026-09-10,Ituri,435,,1005,43.3,82,104,21,,1.5.1 Prise en charge holistique prose,"En Ituri, 82 nouvelles admissions dans les differentes structures dediees contre 104 sorties dont 21 gueries. Ainsi, 435 patients sont hospitalises pour 1005 lits, soit un taux d occupation de 43,3%"
119,2026-09-10,Nord-Kivu,311,,,141.4,89,75,3,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 89 nouvelles admissions et 75 sorties enregistrees dont 3 gueries; 311 patients sont hospitalises, soit un taux d occupation global en sursaturation (141,4%) - no bed denominator printed this vintage"
119,2026-09-10,Haut-Uele,64,,134,47.8,12,1,0,,1.5.1 Prise en charge holistique prose,"Au Haut-Uele, 12 nouvelles admissions contre 1 sortie (Aucun gueri). Ainsi, 64 patients sont hospitalises pour 134 lits, soit un taux d occupation de 47,8%"
119,2026-09-10,Tshopo,9,,31,29.0,1,0,0,,1.5.1 Prise en charge holistique prose,"A la Tshopo, 1 nouvelle admission a ete enregistree sans aucune sortie (aucun gueri). Neuf (9) patients sont en isolement pour 31 lits, soit un taux d occupation de 29,0% (bed count rose from 25 to 31)"
119,2026-09-10,Sud-Kivu,18,,,72.0,0,,,,1.5.1 Prise en charge holistique prose,"Au Sud-Kivu, Aucune nouvelle admission, 18 cas suspects restent en isolement (taux d occupation de 72,0%)"
120,2026-09-11,Ituri,442,,1007,43.9,94,77,11,,1.5.1 Prise en charge holistique prose,"En Ituri, 94 nouvelles admissions dans les differentes structures dediees contre 77 sorties dont 11 gueries. Ainsi, 442 patients sont hospitalises pour 1007 lits, soit un taux d occupation de 43,9%"
120,2026-09-11,Nord-Kivu,317,,,139.0,127,121,4,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 127 nouvelles admissions contre 121 sorties enregistrees dont 4 gueries; 317 patients sont hospitalises, soit un taux d occupation global en sursaturation (139,0%) - no bed denominator printed this vintage"
120,2026-09-11,Haut-Uele,65,,134,48.5,10,10,6,,1.5.1 Prise en charge holistique prose,"Au Haut-Uele, 10 nouvelles admissions contre 10 sorties (6 gueries). Ainsi, 65 patients sont hospitalises pour 134 lits, soit un taux d occupation de 48,5%"
120,2026-09-11,Tshopo,9,,31,29.0,2,1,0,1,1.5.1 Prise en charge holistique prose,"A la Tshopo, 2 nouvelles admissions ont ete enregistrees contre une sortie (deces). Neuf (9) patients sont en isolement pour 31 lits, soit un taux d occupation de 29,0%"
120,2026-09-11,Sud-Kivu,16,,,64.0,0,,,,1.5.1 Prise en charge holistique prose,"Au Sud-Kivu, Aucune nouvelle admission, 16 cas suspects restent en isolement (taux d occupation de 64,0%). Bas-Uele bullet (6 patients, 1 confirme HGR Ganga) out of scope"
121,2026-09-12,Ituri,476,,1015,46.9,131,88,13,,1.5.1 Prise en charge holistique prose,"En Ituri, 131 nouvelles admissions dans les differentes structures dediees contre 88 sorties dont 13 gueries. Ainsi, 476 patients sont hospitalises pour 1015 lits, soit un taux d occupation de 46,9%"
121,2026-09-12,Nord-Kivu,342,,,150.0,82,60,2,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 82 nouvelles admissions contre 60 sorties enregistrees dont 2 gueries; 342 patients sont hospitalises, soit un taux d occupation global en sursaturation (150,0%), sans aucun lit disponible dans les CTE/CT de Butembo et Katwa - no bed denominator printed"
121,2026-09-12,Haut-Uele,69,,134,51.5,11,9,5,,1.5.1 Prise en charge holistique prose,"Au Haut-Uele, 11 nouvelles admissions contre 9 sorties (5 gueries). Ainsi, 69 patients sont hospitalises pour 134 lits, soit un taux d occupation de 51,5%"
121,2026-09-12,Tshopo,12,,31,38.7,9,3,,,1.5.1 Prise en charge holistique prose,"A la Tshopo, 9 nouvelles admissions ont ete enregistrees contre 3 sorties. Douze (12) patients sont en isolement pour 31 lits, soit un taux d occupation de 38,7%. Sud-Kivu not mentioned this vintage; Bas-Uele bullet out of scope"
122,2026-09-13,Ituri,472,,1015,46.5,86,88,12,,1.5.1 Prise en charge holistique prose,"En Ituri, 86 nouvelles admissions ont ete enregistrees dans les differentes structures dediees, contre 88 sorties dont 12 guerisons. Ainsi, 472 patients sont pris en charge en hospitalisation pour 1015 lits, soit un taux d occupation de 46,5%"
122,2026-09-13,Nord-Kivu,332,,,145.6,46,53,2,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 46 nouvelles admissions ont ete enregistrees contre 53 sorties, dont 2 guerisons; 332 patients sont pris en charge en hospitalisation, soit un taux d occupation global en sursaturation (145,6%) - no bed denominator printed"
122,2026-09-13,Haut-Uele,69,,134,51.5,7,3,,,1.5.1 Prise en charge holistique prose,"Au Haut-Uele, 7 nouvelles admissions ont ete enregistrees contre 3 sorties. Ainsi, 69 patients sont pris en charge en hospitalisation pour 134 lits, soit un taux d occupation de 51,5%"
122,2026-09-13,Tshopo,8,,31,25.8,0,1,0,,1.5.1 Prise en charge holistique prose,"A la Tshopo, aucune nouvelle admission n a ete enregistree contre une sortie (non-cas). Huit (8) patients sont en isolement pour 31 lits, soit un taux d occupation de 25,8%. Sud-Kivu not mentioned this vintage; Bas-Uele bullet out of scope"
123,2026-09-14,Ituri,485,,1015,47.8,95,81,17,,1.5.1 Prise en charge holistique prose,"En Ituri, 95 nouvelles admissions enregistrees dans les differentes structures dediees, 81 sorties (17 guerisons). Ainsi, 485 patients sont pris en charge en hospitalisation pour 1015 lits (taux d occupation de 47,8%)"
123,2026-09-14,Nord-Kivu,348,,,152.6,81,79,6,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 81 nouvelles admissions ont ete enregistrees contre 79 sorties, dont 6 guerisons; 348 patients sont pris en charge en hospitalisation, soit un taux d occupation global en sursaturation (152,6%) - no bed denominator printed"
123,2026-09-14,Haut-Uele,76,,136,55.9,22,15,4,,1.5.1 Prise en charge holistique prose,"Au Haut-Uele, 22 nouvelles admissions ont ete enregistrees contre 15 sorties (4 gueries). Ainsi, 76 patients sont pris en charge en hospitalisation pour 136 lits, soit un taux d occupation de 55,9%"
123,2026-09-14,Tshopo,6,,31,19.4,1,5,0,,1.5.1 Prise en charge holistique prose,"A la Tshopo, Une (1) nouvelle admission a ete enregistree contre cinq (5) sorties (non-cas). Six (6) patients sont en isolement pour 31 lits, soit un taux d occupation de 19,4%"
123,2026-09-14,Sud-Kivu,16,,25,64.0,0,,,,1.5.1 Prise en charge holistique prose,"Au Sud-Kivu, Aucune nouvelle admission. Seize (16) patients sont en isolement pour 25 lits, soit un taux d occupation de 64,0%. Bas-Uele bullet out of scope"
124,2026-09-15,Ituri,461,,1015,45.4,82,103,13,,1.5.1 Prise en charge holistique prose,"En Ituri, 82 nouvelles admissions enregistrees dans les differentes structures dediees, 103 sorties (13 guerisons). Ainsi, 461 patients sont pris en charge en hospitalisation pour 1015 lits (taux d occupation de 45,4%)"
124,2026-09-15,Nord-Kivu,373,,,94.7,118,93,4,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 118 nouvelles admissions ont ete enregistrees contre 93 sorties, dont 4 guerisons; 373 patients sont pris en charge en hospitalisation dont 216 dans les structures dediees, soit un taux d occupation global (94,7%) proche de la saturation - no explicit bed count printed, only the occ..."
124,2026-09-15,Haut-Uele,63,,136,46.3,6,17,6,,1.5.1 Prise en charge holistique prose,"Au Haut-Uele, 6 nouvelles admissions ont ete enregistrees contre 17 sorties (6 gueries). Ainsi, 63 patients sont pris en charge en hospitalisation pour 136 lits, soit un taux d occupation de 46,3%"
124,2026-09-15,Tshopo,6,,31,19.4,0,0,,,1.5.1 Prise en charge holistique prose,"A la Tshopo, aucune nouvelle admission n a ete enregistree et aucune sortie. Six (6) patients sont en isolement pour 31 lits, soit un taux d occupation de 19,4%"
124,2026-09-15,Sud-Kivu,16,,25,64.0,0,,,,1.5.1 Prise en charge holistique prose,"Au Sud-Kivu, aucune nouvelle admission. Seize (16) patients sont en isolement pour 25 lits, soit un taux d occupation de 64,0%. Bas-Uele bullet (11 patients, 2 confirmes HGR Ganga) out of scope"
125,2026-09-16,Ituri,442,,1015,43.5,89,107,18,,1.5.1 Prise en charge holistique prose,"En Ituri, 89 nouvelles admissions dans les differentes structures dediees contre 107 sorties dont 18 gueries. Ainsi, 442 patients sont hospitalises pour 1015 lits, soit un taux d occupation de 43,5%"
125,2026-09-16,Nord-Kivu,376,221,228,96.9,103,60,2,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 103 nouvelles admissions enregistrees contre 60 sorties dont 2 gueries; 376 patients sont hospitalises dont 221 dans les structures normees avec une capacite d accueil de 228 lits, soit un taux d occupation (96,9%), proche de la saturation"
125,2026-09-16,Haut-Uele,62,,136,45.6,10,2,2,,1.5.1 Prise en charge holistique prose,"Au Haut-Uele, 10 nouvelles admissions contre 2 sorties (gueries). Ainsi, 62 patients sont hospitalises pour 136 lits, soit un taux d occupation de 45,6%"
125,2026-09-16,Tshopo,7,,31,22.6,1,0,,,1.5.1 Prise en charge holistique prose,"A la Tshopo, une (1) nouvelle admission a ete enregistree, un PPL de sexe masculin age de 35 ans, et aucune sortie. Sept (7) patients sont en isolement pour 31 lits, soit un taux d occupation de 22,6%"
125,2026-09-16,Sud-Kivu,13,,25,52.0,2,5,,,1.5.1 Prise en charge holistique prose,"Au Sud-Kivu, 2 nouvelles admissions enregistrees et 5 sorties signalees. Treize (13) patients sont en isolement pour 25 lits, soit un taux d occupation de 52,0%. Bas-Uele bullet out of scope"
126,2026-09-17,Ituri,430,,1015,42.4,72,84,12,,"1.5. Prise en charge holistique","En Ituri, 72 nouvelles admissions dans les differentes structures dediees contre 84 sorties dont 12 gueries. Ainsi, 430 patients sont hospitalises pour 1015 lits, soit un taux d'occupation de 42,4 %"
126,2026-09-17,Nord-Kivu,403,217,228,95.2,122,95,6,,"1.5. Prise en charge holistique","Au Nord-Kivu, 122 nouvelles admissions enregistrees contre 95 sorties dont 6 gueries ; 403 patients sont hospitalises dont 217 dans les structures normees avec une capacite d'accueil de 228 lits, soit un taux d'occupation de 95,2 %, proche de la saturation"
126,2026-09-17,Haut-Uele,61,,138,44.2,17,17,7,,"1.5. Prise en charge holistique","Au Haut-Uele, 17 nouvelles admissions contre 17 sorties dont 7 gueries. Ainsi, 61 patients sont hospitalises pour 138 lits, soit un taux d'occupation de 44,2 %"
126,2026-09-17,Bas-Uele,11,,,,6,,,,"1.5. Prise en charge holistique","Au Bas-Uele, 6 nouvelles admissions rapportees ; 11 patients demeurent en isolement dont 1 cas confirme pris en charge a l'HGR de Ganga ; 9 contacts a haut risque demeurent sous prophylaxie et 10 sont sortis indemnes du suivi."
126,2026-09-17,Tshopo,12,,31,38.7,5,0,,,"1.5. Prise en charge holistique","A la Tshopo, 5 nouvelles admissions (3 PPL) enregistrees sans aucune sortie. Douze (12) patients sont en isolement pour 31 lits, soit un taux d'occupation de 38,7 %"
126,2026-09-17,Sud-Kivu,13,,25,52.0,0,,,,"1.5. Prise en charge holistique","Au Sud-Kivu, aucune nouvelle admission enregistree. Treize (13) patients sont en isolement pour 25 lits, soit un taux d'occupation de 52,0 %."
127,2026-09-18,Ituri,434,,1015,42.8,102,98,30,,"1.5. Prise en charge holistique","En Ituri, 102 nouvelles admissions enregistrees au decours de la journee contre 98 sorties dont 30 gueries. Ainsi, 434 patients sont hospitalises pour 1015 lits, soit un taux d'occupation de 42,8 %"
127,2026-09-18,Nord-Kivu,392,224,228,98.2,70,69,3,,"1.5. Prise en charge holistique","Au Nord-Kivu, 70 nouvelles admissions enregistrees contre 69 sorties dont 3 gueries ; 392 patients sont hospitalises dont 224 dans les structures normees avec une capacite d'accueil de 228 lits, soit un taux d'occupation global de 98,2 %, proche de la saturation."
127,2026-09-18,Haut-Uele,63,,138,45.7,14,16,6,,"1.5. Prise en charge holistique","Au Haut-Uele, 14 nouvelles admissions ont ete enregistrees dans les structures contre 16 sorties (6 gueries). Ainsi, 63 patients sont hospitalises pour 138 lits, soit un taux d'occupation de 45,7 %"
127,2026-09-18,Bas-Uele,10,,,,1,,,,"1.5. Prise en charge holistique","Au Bas-Uele, 1 nouvelle admission rapportee ; 10 patients demeurent en isolement dont 1 cas confirme pris en charge a l'HGR de Ganga ; 9 contacts a haut risque demeurent sous prophylaxie et 10 sont sortis indemnes du suivi."
127,2026-09-18,Tshopo,10,,31,32.3,2,4,2,0,"1.5. Prise en charge holistique","A la Tshopo, 2 nouvelles admissions enregistrees contre 4 sorties dont 2 gueris et 2 non-cas. Dix (10) patients sont en isolement pour 31 lits, soit un taux d'occupation de 32,3 %"
128,2026-09-19,Ituri,439,,1015,43.3,85,74,13,,"1.5. Prise en charge holistique","En Ituri, 85 nouvelles admissions enregistrees au decours de la journee contre 74 sorties dont 13 gueries. Ainsi, 439 patients sont hospitalises pour 1015 lits, soit un taux d'occupation de 43,3 %"
128,2026-09-19,Nord-Kivu,376,218,228,95.6,54,63,2,,"1.5. Prise en charge holistique","Au Nord-Kivu, 54 nouvelles admissions enregistrees contre 63 sorties dont 2 gueries ; 376 patients sont hospitalises dont 218 dans les structures normees avec une capacite d'accueil de 228 lits, soit un taux d'occupation global de 95,6 %, proche de la saturation."
128,2026-09-19,Haut-Uele,60,,138,43.5,8,7,0,,"1.5. Prise en charge holistique","Au Haut-Uele, 8 nouvelles admissions ont ete enregistrees dans les structures contre 7 sorties (aucune guerison). Ainsi, 60 patients sont hospitalises pour 138 lits, soit un taux d'occupation de 43,5 %"
128,2026-09-19,Tshopo,11,,31,35.5,4,2,0,1,"1.5. Prise en charge holistique","A la Tshopo, 4 nouvelles admissions enregistrees contre 2 sorties dont 1 non-cas et 1 deces. Onze (11) patients sont en isolement pour 31 lits, soit un taux d'occupation de 35,5 %"
129,2026-09-20,Ituri,442,,1015,43.5,77,73,10,,"2.5. Prise en charge holistique","En Ituri, 77 nouvelles admissions enregistrees au decours de la journee contre 73 sorties dont 10 gueries. Ainsi, 442 patients sont hospitalises pour 1015 lits (taux d'occupation de 43,5 %)"
129,2026-09-20,Nord-Kivu,316,208,228,91.2,63,123,10,,"2.5. Prise en charge holistique","Au Nord-Kivu, 63 nouvelles admissions enregistrees contre 123 sorties dont 10 gueries ; 316 patients sont hospitalises dont 208 dans les structures normees avec une capacite d'accueil de 228 lits, soit un taux d'occupation global de 91,2 %."
129,2026-09-20,Haut-Uele,45,,138,32.6,1,10,3,,"2.5. Prise en charge holistique","Au Haut-Uele, une nouvelle admission a ete enregistree contre 10 sorties (3 gueries). Ainsi, 45 patients sont hospitalises pour 138 lits, soit un taux d'occupation de 32,6 %."
129,2026-09-20,Tshopo,12,,31,38.7,1,0,0,,"2.5. Prise en charge holistique","A la Tshopo, une nouvelle admission enregistree sans aucune sortie. Douze (12) patients sont en isolement pour 31 lits, soit un taux d'occupation de 38,7 %"
129,2026-09-20,Bas-Uele,6,,,,1,0,0,,"2.5. Prise en charge holistique","Au Bas-Uele, une nouvelle admission a ete enregistree sans aucune sortie. Ainsi, 6 patients sont hospitalises dans les ESS."
130,2026-09-21,Ituri,432,,1015,42.6,92,102,12,,"2.5. Prise en charge holistique","En Ituri, 92 nouvelles admissions enregistrees au decours de la journee contre 102 sorties dont 12 gueries. Ainsi, 432 patients sont hospitalises pour 1015 lits (taux d'occupation de 42,6 %)"
130,2026-09-21,Nord-Kivu,338,274,308,66.2,92,70,17,,"2.5. Prise en charge holistique","Au Nord-Kivu, 92 nouvelles admissions enregistrees contre 70 sorties dont 17 gueries ; 338 patients sont hospitalises dont 274 dans les structures normees pour 308 lits, soit un taux d'occupation de 66,2 % ; 64 patients (18,9 %) restent pris en charge dans des ESS hors CTE. Le CTE de Matanda (ZS de Katwa) a ete officiellement ouvert"
130,2026-09-21,Haut-Uele,50,,138,36.2,11,6,4,,"2.5. Prise en charge holistique","Au Haut-Uele, 11 nouvelles admissions ont ete enregistrees contre 6 sorties (4 gueries). Ainsi, 50 patients sont hospitalises pour 138 lits, soit un taux d'occupation de 36,2 %."
130,2026-09-21,Tshopo,11,,31,35.5,3,3,,,"2.5. Prise en charge holistique","A la Tshopo, trois nouvelles admissions enregistrees et trois sorties. Onze (11) patients sont en isolement pour 31 lits, soit un taux d'occupation de 35,5 %"
130,2026-09-21,Bas-Uele,8,,,,2,0,0,,"2.5. Prise en charge holistique","Au Bas-Uele, deux nouvelles admissions de suspects ont ete enregistrees au CT de Poko, sans aucune sortie ; 8 patients sont en isolement dans les CT non normes (1 confirme a Ganga)."
