sitrep,report_date,province,patients_isolated,patients_isolated_normed,beds,occupancy_rate_pct,admissions_24h,discharges_24h,recovered_24h,deaths_incare_24h,source_section,quote
054,2026-07-07,Ituri,518,,,85.0,71,58,5,16,Tableau 7 + Taux d occupation global,"Patients au lit (J-1) 505; Total admissions 71; Decedes16 Non-cas28 Gueris5 Evades9 Transferes0 Total sorties58; Patients en isolement (Fin J) 518; dont confirmes 212; dont suspects 306. Taux d occupation global 85,0%"
054,2026-07-07,Nord-Kivu,193,,,137.0,32,4,0,0,Tableau 7 + Taux d occupation global,"Patients au lit (J-1) 165; Total admissions 32; Decedes0 Non-cas4 Gueris0 Evades0 Transferes0 Total sorties4; Patients en isolement (Fin J) 193; dont confirmes 20; dont suspects 173. Taux d occupation global 137,0%"
054,2026-07-07,Sud-Kivu,39,,,86.6,15,0,0,0,Tableau 7 + Taux d occupation global,"Patients au lit (J-1) 24; Total admissions 15; Sorties all 0; Patients en isolement (Fin J) 39; dont confirmes 0; dont suspects 39. Taux d occupation global 86,6%"
055,2026-07-08,Ituri,540,,,87.0,103,82,8,25,Tableau 7 + Taux d occupation global,"Patients au lit (J-1) 519; Total admissions 103; Decedes25 Non-cas42 Gueris8 Evades7 Transferes0 Total sorties82; Patients en isolement (Fin J) 540; dont confirmes 216; dont suspects 324. Taux d occupation global 87,0%"
055,2026-07-08,Nord-Kivu,197,,,133.0,44,40,2,0,Tableau 7 + Taux d occupation global,"Patients au lit (J-1) 193; Total admissions 44; Decedes0 Non-cas37 Gueris2 Evades0 Transferes1 Total sorties40; Patients en isolement (Fin J) 197; dont confirmes 20; dont suspects 177. Taux d occupation global 133,0%"
055,2026-07-08,Sud-Kivu,27,,,60,4,16,0,0,Tableau 7 + Taux d occupation global,Patients au lit (J-1) 39; Total admissions 4; Decedes0 Non-cas16 Gueris0 Evades0 Transferes0 Total sorties16; Patients en isolement (Fin J) 27; dont confirmes 0; dont suspects 27. Taux d occupation global 60%
056,2026-07-09,Ituri,536,,,89.9,43,47,4,10,Tableau 7 + Taux d occupation global,"Patients au lit (J-1) 540; Total admissions 43; Decedes10 Non-cas27 Gueris4 Evades4 Transferes2 Total sorties47; Patients en isolement (Fin J) 536; dont confirmes 218; dont suspects 318. Taux d occupation global 89,9%"
056,2026-07-09,Nord-Kivu,225,,,160.0,44,7,1,0,Tableau 7 + Taux d occupation global,"Patients au lit (J-1) 188; Total admissions 44; Decedes0 Non-cas6 Gueris1 Evades0 Transferes0 Total sorties7; Patients en isolement (Fin J) 225; dont confirmes 20; dont suspects 205. Taux d occupation global 160,0% (occupancy far above 100%, printed as-is)"
056,2026-07-09,Sud-Kivu,19,,,42.2,2,8,0,0,Tableau 7 + Taux d occupation global,"Patients au lit (J-1) 27; Total admissions 2; Decedes0 Non-cas8 Gueris0 Evades0 Transferes0 Total sorties8; Patients en isolement (Fin J) 19; dont confirmes 0; dont suspects 19. Taux d occupation global 42,2%"
058,2026-07-11,Ituri,535,,,87,67,76,12,14,Tableau 7 + Taux d occupation global,Patients au lit (J-1) 544; Total admissions 67; Decedes14 Non-cas42 Gueris12 Evades8 Transferes0 Total sorties76; Patients en isolement (Fin J) 535; dont confirmes 227; dont suspects 308. Taux d occupation global 87%
058,2026-07-11,Nord-Kivu,188,,,129.6,21,34,0,1,Tableau 7 + Taux d occupation global,"Patients au lit (J-1) 201; Total admissions 21; Decedes1 Non-cas33 Gueris0 Evades0 Transferes0 Total sorties34; Patients en isolement (Fin J) 188; dont confirmes 21; dont suspects 201. Taux d occupation global 129,6%"
058,2026-07-11,Sud-Kivu,30,,,66.6,6,0,0,0,Tableau 7 + Taux d occupation global,"Patients au lit (J-1) 24; Total admissions 6; Sorties all 0; Patients en isolement (Fin J) 30; dont confirmes 0; dont suspects 30. Taux d occupation global 66,6%"
059,2026-07-12,Ituri,549,,,82.1,85,70,13,15,TABLEAU 5 - OCCUPATION DES STRUCTURES DE SOINS,"Patients au lit (J-1) 538; Total admissions 85; Sorties decedes15 non-cas33 gueris13 evades9 transferes0 Total sorties70; Patients en isolement (fin J) 549; dont confirmes 229; dont suspects 320. Taux d occupation 82,1%"
059,2026-07-12,Nord-Kivu,170,,,117.2,12,15,2,2,TABLEAU 5 - OCCUPATION DES STRUCTURES DE SOINS,"Patients au lit (J-1) 173; Total admissions 12; Sorties decedes2 non-cas11 gueris2 evades0 transferes0 Total sorties15; Patients en isolement (fin J) 170; dont confirmes 17; dont suspects 153. Taux d occupation 117,2%"
059,2026-07-12,Sud-Kivu,17,,,,24,23,0,1,TABLEAU 5 - OCCUPATION DES STRUCTURES DE SOINS,Patients au lit (J-1) 16; Total admissions 24; Sorties decedes1 non-cas21 gueris0 evades0 transferes1 Total sorties23; Patients en isolement (fin J) 17; dont confirmes 0; dont suspects 17. Taux d occupation n.d. for Sud-Kivu
060,2026-07-13,Ituri,553,,,82.7,85,70,13,15,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 13/07/2026","Patients au lit (J-1) 538; Total admissions 85; Sorties decedes15 non-cas33 gueris13 evades9 transferes0 Total sorties70; Patients en isolement (fin J) 553; dont confirmes 229; dont suspects 324. Taux d occupation 82,7%"
060,2026-07-13,Nord-Kivu,170,,,120.6,12,15,2,2,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 13/07/2026","Patients au lit (J-1) 173; Total admissions 12; Sorties decedes2 non-cas11 gueris2 evades0 transferes0 Total sorties15; Patients en isolement (fin J) 170; dont confirmes 17; dont suspects 153. Taux d occupation 120,6%"
060,2026-07-13,Sud-Kivu,27,,,60.0,4,7,0,1,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 13/07/2026","Patients au lit (J-1) 30; Total admissions 4; Sorties decedes1 non-cas6 gueris0 evades0 transferes0 Total sorties7; Patients en isolement (fin J) 27; dont confirmes 0; dont suspects 27. Taux d occupation 60,0%"
060,2026-07-13,Haut-Uele,3,,,100,2,0,0,0,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 13/07/2026",Haut-Uele column (first appearance): Patients au lit (J-1) 1; Total admissions 2; Sorties all 0; Patients en isolement (fin J) 3; dont confirmes 0; dont suspects 3. Taux d occupation 100%
061,2026-07-14,Ituri,544,,,78,80,77,13,18,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 14/07/2026","Patients au lit (J-1) 541; Total admissions 80; Sorties decedes18 non-cas34 gueris13 evades12 transferes0 Total sorties77; Patients en isolement (fin J) 544; dont confirmes 249; dont suspects 295. Taux d occupation 78%. Sud-Kivu column absent this vintage (replaced by Tshopo), not explained in text"
061,2026-07-14,Nord-Kivu,188,,,129.6,52,13,2,1,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 14/07/2026","Patients au lit (J-1) 149; Total admissions 52; Sorties decedes1 non-cas12 gueris2 evades0 transferes0 Total sorties13; Patients en isolement (fin J) 188; dont confirmes 20; dont suspects 168. Taux d occupation 129,6%"
061,2026-07-14,Tshopo,4,,,60.0,1,1,0,0,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 14/07/2026","Tshopo column (first appearance, replacing Sud-Kivu): Patients au lit (J-1) 4; Total admissions 1; Sorties non-cas1 Total sorties1; Patients en isolement (fin J) 4; dont confirmes 1; dont suspects 3. Taux d occupation 60,0%. Prose total 753/270 conf/466 susp does not match this table's Ensemble 7..."
062,2026-07-15,Ituri,549,,693,79,84,79,13,14,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 15/07/2026","Patients au lit (J-1) 544; Total admissions 84; Sorties decedes14 non-cas37 gueris13 evades13(printed Ensemble col shows 15, inconsistent) transferes2(printed Ensemble col shows 0); Total sorties79; Patients en isolement (fin J) 549; Nombre de lits 693; Taux d occupation 79%. Prose: saturation au..."
062,2026-07-15,Nord-Kivu,171,,141,118.8,39,38,0,0,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 15/07/2026","Patients au lit (J-1) 170; Total admissions 39; Sorties decedes0 non-cas38 gueris0 evades0 transferes0; Total sorties38; Patients en isolement (fin J) 171; Nombre de lits 141; Taux d occupation 118,8%"
062,2026-07-15,Tshopo,5,,12,41.7,1,0,0,0,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 15/07/2026","Patients au lit (J-1) 4; Total admissions 1; Sorties all 0; Patients en isolement (fin J) 5; Nombre de lits 12; Taux d occupation 41,7%"
063,2026-07-16,Ituri,541,,693,78,72,79,20,21,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 16/07/2026","Patients au lit (J-1) 548; Total admissions(24h) 72; Sorties decedes21 non-cas28 gueris20 evades6 transferes2; Total sorties79 (component sum 77, printed total 79); Patients en isolement (fin J) 541; Nombre de lits 693; Taux d occupation 78%"
063,2026-07-16,Nord-Kivu,178,,141,126.2,34,39,1,2,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 16/07/2026","Patients au lit (J-1) 182; Total admissions(24h) 34; Sorties decedes2 non-cas34 gueris1 evades2 transferes0; Total sorties39; Patients en isolement (fin J) 178; Nombre de lits 141; Taux d occupation 126,2%"
063,2026-07-16,Tshopo,3,,12,25.0,0,2,1,1,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 16/07/2026","Patients au lit (J-1) 5; Total admissions(24h) 0; Sorties decedes1 non-cas0 gueris1 evades0 transferes0; Total sorties2; Patients en isolement (fin J) 3; Nombre de lits 12; Taux d occupation 25,0%"
064,2026-07-17,Ituri,548,,700,78,86,80,32,19,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 17/07/2026 + prose","Nombre de lits 700; Patients au lit (J-1) 542; Total admissions(24h) 86; Sorties decedes19 non-cas19 gueris32 evades10 transferes0; Total sorties80; Patients en isolement (fin J) 548. Prose: 548 malades en isolement sur 700 lits soit 78% d occupation, 86 admissions et 80 sorties (32 gueris,19 dec..."
064,2026-07-17,Nord-Kivu,174,,141,123.4,33,38,0,0,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 17/07/2026 + prose","Nombre de lits 141; Patients au lit (J-1) 179; Total admissions(24h) 33; Sorties decedes0 non-cas37 gueris0 evades1 transferes0; Total sorties38; Patients en isolement (fin J) 174 (17 confirmes, 155 suspects). Prose: taux d occupation de 123,4%. Haut-Uele et Tshopo columns entirely ND this vintag..."
065,2026-07-18,Ituri,539,,706,76.3,71,72,21,13,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 18/07/2026","Nombre de lits 706; Patients au lit (J-1) 540; Total admissions(24h) 71; Sorties decedes13 non-cas33 gueris21 evades4 transferes1; Total sorties72; Patients en isolement (fin J) 539; Taux d occupation 76,3%"
065,2026-07-18,Nord-Kivu,181,,141,123.1,47,32,1,1,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 18/07/2026","Nombre de lits 141; Patients au lit (J-1) 166; Total admissions(24h) 47; Sorties decedes1 non-cas30 gueris1 evades0 transferes0; Total sorties32; Patients en isolement (fin J) 181; Taux d occupation 123,1%"
065,2026-07-18,Tshopo,4,,10,40,3,0,0,0,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 18/07/2026",Nombre de lits 10; Patients au lit (J-1) 1; Total admissions(24h) 3; Sorties all 0; Patients en isolement (fin J) 4; Taux d occupation 40%. Haut-Uele column entirely ND this vintage
066,2026-07-19,Ituri,553,,798,69.3,70,60,3,17,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 19/07/2026","Nombre de lits 798; Patients au lit (J-1) 543; Total admissions(24h) 70; Sorties decedes17 non-cas30 gueris3 evades10 transferes0; Total sorties60; Patients en isolement (fin J) 553; Taux d occupation 69,3%. Prose says 539 malades en isolement, inconsistent with the table's own 553"
066,2026-07-19,Nord-Kivu,181,,141,128.4,38,34,0,1,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 19/07/2026","Nombre de lits 141; Patients au lit (J-1) 177; Total admissions(24h) 38; Sorties decedes1 non-cas33 gueris0 evades0 transferes0; Total sorties34; Patients en isolement (fin J) 181; Taux d occupation 128,4%. Haut-Uele and Tshopo entirely ND this vintage"
067,2026-07-20,Ituri,556,,709,78.4,118,98,13,25,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 20/07/2026","Nombre de lits 709; Patients au lit (J-1) 536; Total admissions(24h) 118; Sorties decedes25 non-cas54 gueris13 evades6 transferes0; Total sorties98; Patients en isolement (fin J) 556; Taux d occupation 78,4%"
067,2026-07-20,Nord-Kivu,181,,141,128.4,62,45,0,2,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 20/07/2026","Nombre de lits 141; Patients au lit (J-1) 164; Total admissions(24h) 62; Sorties decedes2 non-cas42 gueris0 evades1 transferes0; Total sorties45; Patients en isolement (fin J) 181; Taux d occupation 128,4%. Haut-Uele and Tshopo entirely ND this vintage"
068,2026-07-21,Ituri,556,,708,78.5,68,68,23,22,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 21/07/2026","Nombre de lits 708; Patients au lit (J-1) 556; Total admissions(24h) 68; Sorties decedes22 non-cas20 gueris23 evades3 transferes0; Total sorties68; Patients en isolement (fin J) 556; Taux d occupation 78,5%"
068,2026-07-21,Nord-Kivu,182,,141,129.1,24,18,1,1,"TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS, AU 21/07/2026","Nombre de lits 141; Patients au lit (J-1) 176; Total admissions(24h) 24; Sorties decedes1 non-cas15 gueris1 evades1 transferes0; Total sorties18; Patients en isolement (fin J) 182; Taux d occupation 129,1%. Haut-Uele and Tshopo entirely ND this vintage"
069,2026-07-22,Ituri,551,,709,77.7,90,96,12,24,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 709; Patients au lit (J-1) 557; Total admissions(24h) 90; Sorties decedes24 non-cas57 gueris12 evades3 transferes0; Total sorties96; Patients en isolement (fin J) 551; Taux d occupation 77,7%"
069,2026-07-22,Nord-Kivu,168,,141,119.1,36,50,1,8,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 141; Patients au lit (J-1) 182; Total admissions(24h) 36; Sorties decedes8 non-cas40 gueris1 evades1 transferes0; Total sorties50; Patients en isolement (fin J) 168; Taux d occupation 119,1%"
069,2026-07-22,Tshopo,3,,8,37.5,0,0,0,0,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 8; Patients au lit (J-1) 3; Total admissions(24h) 0; Sorties all 0; Patients en isolement (fin J) 3; Taux d occupation 37,5%. Haut-Uele entirely ND this vintage"
070,2026-07-23,Ituri,570,,709,80.4,107,88,20,23,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 709; Patients au lit (J-1) 551; Total admissions(24h) 107; Sorties decedes23 non-cas42 gueris20 evades3 transferes0; Total sorties88; Patients en isolement (fin J) 570; Taux d occupation 80,4%"
070,2026-07-23,Nord-Kivu,192,,141,136.2,61,39,1,1,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 141; Patients au lit (J-1) 170; Total admissions(24h) 61; Sorties decedes1 non-cas36 gueris1 evades1 transferes0; Total sorties39; Patients en isolement (fin J) 192; Taux d occupation 136,2%"
070,2026-07-23,Tshopo,4,,10,40.0,1,0,0,0,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 10; Patients au lit (J-1) 3; Total admissions(24h) 1; Sorties all 0; Patients en isolement (fin J) 4; Taux d occupation 40,0%. Haut-Uele entirely ND"
071,2026-07-24,Ituri,576,,709,81.2,79,73,12,14,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 709; Patients au lit (J-1) 570; Total admissions(24h) 79; Sorties decedes14 non-cas40 gueris12 evades7 transferes0; Total sorties73; Patients en isolement (fin J) 576; Taux d occupation 81,2%"
071,2026-07-24,Nord-Kivu,179,,141,126.9,34,41,4,2,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 141; Patients au lit (J-1) 186; Total admissions(24h) 34; Sorties decedes2 non-cas34 gueris4 evades1 transferes0; Total sorties41; Patients en isolement (fin J) 179; Taux d occupation 126,9%. Haut-Uele and Tshopo entirely ND this vintage"
072,2026-07-25,Ituri,602,,800,75.3,102,76,13,19,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 800; Patients au lit (J-1) 576; Total admissions(24h) 102; Sorties decedes19 non-cas40 gueris13 evades2 transferes2; Total sorties76; Patients en isolement (fin J) 602; Taux d occupation 75,3%"
072,2026-07-25,Nord-Kivu,171,,141,121.3,49,45,2,6,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 141; Patients au lit (J-1) 167; Total admissions(24h) 49; Sorties decedes6 non-cas37 gueris2 evades0 transferes0; Total sorties45; Patients en isolement (fin J) 171; Taux d occupation 121,3%. Haut-Uele and Tshopo entirely ND this vintage"
073,2026-07-26,Ituri,531,,800,66.4,96,63,11,11,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 800; Patients au lit (J-1) 498; Total admissions(24h) 96; Sorties decedes11 non-cas40 gueris11 evades1 transferes0; Total sorties63; Patients en isolement (fin J) 531; Taux d occupation 66,4%"
073,2026-07-26,Nord-Kivu,192,,141,136.2,30,21,1,3,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 141; Patients au lit (J-1) 183; Total admissions(24h) 30; Sorties decedes3 non-cas17 gueris1 evades0 transferes0; Total sorties21; Patients en isolement (fin J) 192; Taux d occupation 136,2%. Haut-Uele and Tshopo entirely ND this vintage"
074,2026-07-27,Ituri,544,,808,67.3,92,86,13,19,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 808; Patients au lit (J-1) 538; Total admissions(24h) 92; Sorties decedes19 non-cas49 gueris13 evades5 transferes0; Total sorties86; Patients en isolement (fin J) 544; Taux d occupation 67,3%"
074,2026-07-27,Nord-Kivu,189,,141,134.0,48,40,1,3,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 141; Patients au lit (J-1) 181; Total admissions(24h) 48; Sorties decedes3 non-cas36 gueris1 evades0 transferes0; Total sorties40; Patients en isolement (fin J) 189; Taux d occupation 134,0%. Haut-Uele and Tshopo entirely ND this vintage"
077,2026-07-30,Ituri,523,,820,63.8,58,88,25,17,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 820; Patients au lit (J-1) 553; Total admissions(24h) 58; Sorties decedes17 non-cas44 gueris25 evades2 transferes0; Total sorties88; Patients en isolement (fin J) 523; Taux d occupation 63,8%"
077,2026-07-30,Nord-Kivu,202,,141,143.3,53,70,0,2,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 141; Patients au lit (J-1) 220; Total admissions(24h) 53; Sorties decedes2 non-cas67 gueris0 evades0 transferes1; Total sorties70; Patients en isolement (fin J) 202; Taux d occupation 143,3%"
077,2026-07-30,Haut-Uele,22,,68,32.4,7,0,0,0,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 68; Patients au lit (J-1) 25; Total admissions(24h) 7; Sorties all 0; Patients en isolement (fin J) 22; Taux d occupation 32,4%"
077,2026-07-30,Tshopo,1,,20,5.0,0,0,0,0,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 20; Patients au lit (J-1) 1; Total admissions(24h) 0; Sorties all 0; Patients en isolement (fin J) 1; Taux d occupation 5,0%"
078,2026-07-31,Ituri,525,,821,63.9,73,66,13,14,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 821; Patients au lit (J-1) 518; Total admissions(24h) 73; Sorties decedes14 non-cas38 gueris13 evades1 transferes0; Total sorties66; Patients en isolement (fin J) 525; Taux d occupation 63,9%"
078,2026-07-31,Nord-Kivu,196,,141,139.0,47,40,2,4,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 141; Patients au lit (J-1) 190; Total admissions(24h) 47; Sorties decedes4 non-cas33 gueris2 evades1 transferes0; Total sorties40; Patients en isolement (fin J) 196; Taux d occupation 139,0%"
078,2026-07-31,Haut-Uele,37,,68,54.4,,,,,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 68; Patients au lit (J-1) 22; Total admissions(24h) ND; Sorties ND; Patients en isolement (fin J) 37; Taux d occupation 54,4%"
078,2026-07-31,Tshopo,2,,20,10.0,1,0,0,0,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 20; Patients au lit (J-1) 1; Total admissions(24h) 1; Sorties all 0; Patients en isolement (fin J) 2; Taux d occupation 10,0%"
079,2026-08-01,Ituri,476,,821,58.0,61,110,38,17,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 821; Patients au lit (J-1) 525; Total admissions(24h) 61; Sorties decedes17 non-cas51 gueris38 evades4 transferes0; Total sorties110; Patients en isolement (fin J) 476; Taux d occupation 58,0%. Prose flags that this vintage's confirmes/suspects split is inverted in the source slide..."
079,2026-08-01,Nord-Kivu,181,,141,128.4,44,44,4,4,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 141; Patients au lit (J-1) 181; Total admissions(24h) 44; Sorties decedes4 non-cas35 gueris4 evades0 transferes1; Total sorties44; Patients en isolement (fin J) 181; Taux d occupation 128,4%"
079,2026-08-01,Haut-Uele,31,,68,45.6,16,4,0,4,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 68; Patients au lit (J-1) 33; Total admissions(24h) 16; Sorties decedes4 non-cas0 gueris0 evades0 transferes0; Total sorties4; Patients en isolement (fin J) 31; Taux d occupation 45,6%"
079,2026-08-01,Tshopo,2,,20,10.0,1,0,0,0,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 20; Patients au lit (J-1) 1; Total admissions(24h) 1; Sorties all 0; Patients en isolement (fin J) 2; Taux d occupation 10,0%"
080,2026-08-02,Ituri,468,,821,57.0,70,78,17,13,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 821; Patients au lit (J-1) 476; Total admissions(24h) 70; Sorties decedes13 non-cas46 gueris17 evades2 transferes0; Total sorties78; Patients en isolement (fin J) 468; Taux d occupation 57,0%. Table columns badly wrapped in source layout, values reconstructed from row alignment"
080,2026-08-02,Nord-Kivu,186,,141,131.9,39,35,2,5,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 141; Patients au lit (J-1) 183; Total admissions(24h) 39; Sorties decedes5 non-cas28 gueris2 evades0 transferes0; Total sorties35; Patients en isolement (fin J) 186; Taux d occupation 131,9%"
080,2026-08-02,Haut-Uele,31,,68,45.6,16,4,0,4,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 68; Patients au lit (J-1) 33; Total admissions(24h) 16; Sorties decedes4 non-cas0 gueris0 evades0 transferes0; Total sorties4; Patients en isolement (fin J) 31; Taux d occupation 45,6%"
080,2026-08-02,Tshopo,2,,20,10.0,,,,,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Nombre de lits 20; Patients au lit (J-1) 2; Total admissions(24h) ND; Sorties ND; Patients en isolement (fin J) 2; Taux d occupation 10,0%"
080,2026-08-02,Sud-Kivu,20,,,,22,19,0,0,TABLEAU 6 - OCCUPATION DES STRUCTURES DE SOINS,"Sud-Kivu column re-appears (first time since SitRep 060, having been replaced by Tshopo in the interim): Nombre de lits ND; Patients au lit (J-1) 17; Total admissions(24h) 22; Sorties decedes0 non-cas19 gueris0 evades0 transferes0; Total sorties19; Patients en isolement (fin J) 20; Taux d occupat..."
081,2026-08-03,Ituri,471,,833,56.5,77,75,21,,PRISE EN CHARGE HOLISTIQUE (PECH) prose,"Ituri: 21 nouveaux gueris; 471 patients en isolement (302 confirmes, 169 suspects) sur 833 lits, soit 56,5% d occupation, et 57 formes severes ou critiques, pour 77 admissions et 75 sorties. Deux CTE depassent la saturation pour les confirmes - Nizi (272%) et ISTM (140%) - et un pour les suspects..."
081,2026-08-03,Nord-Kivu,196,,141,,22,11,0,2,PRISE EN CHARGE HOLISTIQUE (PECH) prose,"Nord-Kivu: 4 admissions de confirmes et 18 de suspects pour 2 deces et 9 sorties non-cas, aucun gueri; 196 malades en isolement en fin de journee (27 confirmes, 169 suspects) pour 141 lits"
081,2026-08-03,Tshopo,3,,20,15.0,1,,,,PRISE EN CHARGE HOLISTIQUE (PECH) prose,"Tshopo: une nouvelle admission - une suspecte de 13 ans au CT de l HC Kisangani - pour 3 malades en isolement en fin de journee (1 confirme, 2 suspects) sur 20 lits (15,0%)"
081,2026-08-03,Haut-Uele,31,,68,45.6,,,,,PRISE EN CHARGE HOLISTIQUE (PECH) prose,"Haut-Uele: 31 malades en isolement en fin de journee pour 68 lits (45,6%); le deck du jour ne presente aucun tableau de prise en charge, les mouvements d admissions et de sorties ne sont donc pas documentes"
082,2026-08-04,Ituri,468,,833,56.2,81,86,25,18,PRISE EN CHARGE HOLISTIQUE (PECH) prose,"Ituri: 25 nouveaux gueris; 468 patients en isolement (285 confirmes, 183 suspects) sur 833 lits, soit 56,2% d occupation, et 60 formes severes ou critiques, pour 81 admissions et 86 sorties. Douze deces confirmes et 6 deces de suspects sont survenus en CTE (18 total)"
082,2026-08-04,Nord-Kivu,186,,,,54,66,2,6,PRISE EN CHARGE HOLISTIQUE (PECH) prose,"Nord-Kivu: 11 admissions de confirmes et 43 de suspects (54 total), pour 2 gueris (Katwa et Butembo), 6 deces et 58 sorties non-cas; 186 malades en isolement en fin de journee (26 confirmes, 160 suspects)"
082,2026-08-04,Tshopo,3,,20,15.0,1,0,0,0,PRISE EN CHARGE HOLISTIQUE (PECH) prose,"Tshopo: une nouvelle admission - une suspecte de 13 ans au CT de l HC Kisangani, arrivee de Nia-Nia le 27 juillet - pour 3 malades en isolement en fin de journee (1 confirme, 2 suspects) sur 20 lits (15,0%) et aucune sortie. Haut-Uele patients en isolement is ND this vintage per headline summary,..."
083,2026-08-05,Ituri,468,,833,56,,,15,,PRISE EN CHARGE HOLISTIQUE (PECH) prose,"Ituri: 15 nouveaux gueris; 468 patients en isolement pour 833 lits (56%), dont 271 confirmes et 197 suspects, avec 55 cas severes ou critiques"
083,2026-08-05,Nord-Kivu,205,,,,56,39,0,5,PRISE EN CHARGE HOLISTIQUE (PECH) prose,"Nord-Kivu: 8 admissions de cas confirmes et 48 de suspects (56 total), aucun gueri, 5 deces et 34 non-cas; 205 malades en hospitalisation (173 suspects et 32 confirmes)"
083,2026-08-05,Tshopo,4,,20,20,2,1,,,PRISE EN CHARGE HOLISTIQUE (PECH) prose,Tshopo: deux nouvelles admissions... Quatre patients occupent les 20 lits disponibles (20%) et un evade a ete enregistre. Haut-Uele has no numeric isolation figures this vintage (only qualitative prose about training and road works)
084,2026-08-06,Ituri,488,,833,59,,,,,1.6.1 Continuite des soins prose,"En Ituri, 29 ambulances etaient affectees a la riposte, dont 24 disponibles. Au total, 45 courses ont ete realisees avec succes, permettant l evacuation de 45 patients. L occupation des structures de prise en charge atteint 488 lits sur 833 (59%). Nord-Kivu only gives cumulative admissions (235) ..."
