sitrep,report_date,province,patients_isolated,patients_isolated_normed,beds,occupancy_rate_pct,admissions_24h,discharges_24h,recovered_24h,deaths_incare_24h,source_section,quote
"092","2026-08-14","Haut-Uele",61,,84,,13,,0,,"Continuité des soins / Prise en charge holistique section","13 nouvelles admissions ont ete enregistrees (4 confirmes et 9 suspects) et aucun gueri n’a ete decharge ; 61 patients sont hospitalises (37 confirmes et 24 suspects) pour 84 lits montes (46 pour les confirmes et 38 pour les suspects), avec depassement de la capacite d’accueil du centre d’isol"
"092","2026-08-14","Sud-Kivu",6,,,,,,,,"Continuité des soins / Prise en charge holistique section","6 cas suspects sont suivis a l’isolement de la zs de katana (fomulac) ; aucun cas confirme n’est admis au cte et la province totalise 65 jours sans nouveau cas confirme depuis le 10 juin 2026. 6"
"093","2026-08-15","Ituri",548,,991,,116,116,34,23,"Continuité des soins / Prise en charge holistique section","30 ambulances sont disponibles sur 32 (94 %), dont 17 utilisees (57 %) pour 28 courses reussies sur 28 (100 %). les cte/ct ont enregistre 116 nouvelles admissions — toutes suspectes, dont 1 ppl (medecin de l’hgr de lita) et 7 en phase avancee — et 116 sorties dont 34 gueris, 51 non-cas, 8 evad"
"093","2026-08-15","Nord-Kivu",170,,,,,,,,"Continuité des soins / Prise en charge holistique section","32 nouvelles admissions ont ete enregistrees (1 confirme au cte de katwa et 31 suspects), pour 42 sorties dont 36 non-cas, 1 evade a masereka (cumul des evades : 22) et 5 deces dont 3 confirmes (1 a katwa et 2 a beni). ainsi, 170 malades sont hospitalises"
"093","2026-08-15","Tshopo",8,,12,75.0,1,,,,"Continuité des soins / Prise en charge holistique section","une nouvelle admission a ete enregistree (femme de 29 ans, zs de kabondo) et 8 patients sont en isolement au cte hc de kisangani (3 confirmes et 5 suspects) pour 12 lits, soit 66,7 % d’occupation (75 % pour les confirmes et 62,5 % pour les suspects) ; 20 contacts a haut risque sont pris en charge "
"093","2026-08-15","Sud-Kivu",7,,,,,,,,"Continuité des soins / Prise en charge holistique section","7 cas suspects sont suivis a l’isolement de la zs de katana (fomulac) ; aucun cas confirme n’est admis au cte et la province totalise 66 jours sans nouveau cas confirme depuis le 10 juin 2026."
"094","2026-08-16","Ituri",577,,991,58.2,127,98,18,,"Continuité des soins / Prise en charge holistique section","32 ambulances sont disponibles sur 34 (94 %), dont 16 utilisees (50 %) pour 28 courses reussies sur 28 (100 %) et une capacite de reponse de 28/39 (72 %). les cte/ct ont enregistre 127 nouvelles admissions toutes suspectes, dont 7 en phase avancee (3 mongbwalu, 1 bambu et 3 mangala) et 98 sorties do"
"094","2026-08-16","Nord-Kivu",170,,206,82.5,48,48,2,,"Continuité des soins / Prise en charge holistique section","48 nouvelles admissions ont ete enregistrees (3 confirmes et 45 suspects), pour 48 sorties dont 2 gueris au cte de kitatumba. ainsi, 170 malades sont hospitalises (32 confirmes et 138 suspects) dont 19 enfants de moins de 5 ans, pour 206 lits, soit un taux d’occupation global de 82,5 %."
"094","2026-08-16","Tshopo",,,12,,2,4,,1,"Continuité des soins / Prise en charge holistique section","deux nouvelles admissions ont ete enregistrees au cte hc de kisangani (un cas confirme/ppl) et un cas suspect, pour 4 sorties non-cas et 1 deces confirme survenu sur un tableau d’anemie severe. cinq patients sont en isolement au cte hc de kisangani pour 12 lits, soit 41,7 % d’occupation."
"095","2026-08-17","Ituri",,,,,79,120,27,,"Continuité des soins / Prise en charge holistique section","79 nouvelles admissions toutes suspectes et 11 readmissions ont ete enregistrees pour 120 sorties dont 27 gueris. ainsi, 470 patients sont hospitalises (172 confirmes et 298 suspects) pour 996 lits, soit un taux d’occupation de 47,2 %, et le cumul provincial des gueris atteint 1 000. les cte de ba"
"095","2026-08-17","Nord-Kivu",181,,206,103.5,20,12,,1,"Continuité des soins / Prise en charge holistique section","20 admissions ont ete enregistrees (2 confirmes au cte de katwa et 18 suspects) pour 12 sorties dont 1 deces suspect. ainsi, 181 malades sont hospitalises (34 confirmes et 147 suspects) pour 206 lits, soit 87,9 % d’occupation, les lits suspects atteignant 103,5 %. sept ambulances sont disponibles "
"095","2026-08-17","Haut-Uele",49,,78,,3,,3,,"Continuité des soins / Prise en charge holistique section","7 cte sont operationnels mais insuffisamment equipes, un seul etant aux normes (watsa) ; 3 nouvelles admissions et 3 gueris (1 a rungu et 2 a boma mangbetu) ont ete enregistres. ainsi, 49 malades sont hospitalises (39 confirmes et 10 suspects) pour 78 lits, soit 62,8 % d’occupation, avec une satur"
"095","2026-08-17","Sud-Kivu",14,,,,,,,,"Continuité des soins / Prise en charge holistique section","14 cas suspects restent hospitalises et la province totalise 68 jours sans nouveau cas confirme. la tshopo n’a pas rapporte."
"096","2026-08-18","Ituri",447,,965,46.3,70,95,22,,"Continuité des soins / Prise en charge holistique section","70 nouvelles admissions et 2 readmissions ont ete enregistrees pour 95 sorties, dont 22 gueris. ainsi, 447 patients sont hospitalises pour 965 lits, soit un taux d’occupation global de 46,3 %. trente-trois ambulances sur 35 sont disponibles, 14 utilisees pour 58 courses reussies sur 58."
"096","2026-08-18","Nord-Kivu",205,,206,,64,40,2,,"Continuité des soins / Prise en charge holistique section","64 admissions ont ete enregistrees (9 confirmes, dont 8 au cte de katwa et 1 au ct d’oicha, et 55 suspects) pour 40 sorties dont 2 gueris au cte de kitatumba. ainsi, 205 malades sont hospitalises pour 206 lits, soit 99,5 % d’occupation."
"096","2026-08-18","Haut-Uele",,,,40.8,,,,,"Continuité des soins / Prise en charge holistique section","53 patients sont pris en charge (36 confirmes et 17 suspects) ; 52 lits des hgr de wamba et d’isiro ont ete affectes aux cte et un pavillon de l’hgr de wamba amenage, portant la capacite provinciale a 130 lits (occupation 40,8 %)."
"096","2026-08-18","Tshopo",,,12,,1,,,,"Continuité des soins / Prise en charge holistique section","une nouvelle admission d’un suspect au cte hc kisangani porte a 5 le nombre de patients isoles pour 12 lits (41,7 % d’occupation)."
"096","2026-08-18","Sud-Kivu",20,,,,,,,,"Continuité des soins / Prise en charge holistique section","20 cas suspects restent hospitalises."
"097","2026-08-19","Ituri",551,,965,57.1,138,129,36,,"Continuité des soins / Prise en charge holistique section","138 nouvelles admissions et 6 readmissions ont ete enregistrees pour 129 sorties, dont 36 gueris. ainsi, 551 patients sont hospitalises pour 965 lits, soit un taux d’occupation global de 57,1 %. vingt-sept ambulances sur 30 sont disponibles, 14 utilisees pour 25 courses reussies sur 25."
"097","2026-08-19","Nord-Kivu",196,,206,,46,55,1,,"Continuité des soins / Prise en charge holistique section","46 admissions ont ete enregistrees (4 confirmes, dont 2 au cte de katwa et 2 au ct de beni, et 42 suspects) pour 55 sorties dont 1 gueri au ct de vuhovi. ainsi, 196 malades sont hospitalises pour 206 lits, soit 95,1 % d’occupation."
"097","2026-08-19","Haut-Uele",,,,44.6,,,,,"Continuité des soins / Prise en charge holistique section","53 patients sont pris en charge (36 confirmes et 17 suspects) ; 52 lits des hgr de wamba et d’isiro ont ete affectes aux cte et un pavillon de l’hgr de wamba amenage, portant la capacite provinciale a 130 lits (taux d’occupation 44,6 %)."
"097","2026-08-19","Tshopo",,,14,,1,,,,"Continuité des soins / Prise en charge holistique section","une nouvelle admission d’un suspect au cte hc kisangani porte a 5, le nombre de patients isoles pour 14 lits (41,7 % d’occupation)."
"097","2026-08-19","Sud-Kivu",25,,,,,,,,"Continuité des soins / Prise en charge holistique section","25 cas suspects restent hospitalises."
"098","2026-08-20","Ituri",536,,965,55.2,89,116,9,,"Continuité des soins / Prise en charge holistique section","89 nouvelles admissions et 3 readmissions ont ete enregistrees pour 116 sorties, dont 9 gueris. ainsi, 536 patients sont hospitalises pour 965 lits, soit un taux d’occupation global de 55,2 %."
"098","2026-08-20","Nord-Kivu",169,,206,,41,60,2,,"Continuité des soins / Prise en charge holistique section","41 admissions ont ete enregistrees (4 confirmes et 37 suspects) pour 60 sorties dont 2 gueris au cte de kitatumba. ainsi, 169 malades sont hospitalises pour 206 lits, soit 82,0 % d’occupation."
"098","2026-08-20","Tshopo",,,12,,,,,,"Continuité des soins / Prise en charge holistique section","trois nouvelles admissions de cas suspects au cte hc kisangani portent a 6 le nombre de patients isoles (3 confirmes et 3 suspects) pour 12 lits, soit 50,0 % d’occupation ; un deces d’un cas confirme est survenu au 9ᵉ jour d’hospitalisation."
"098","2026-08-20","Bas-Uele",1,,3,,,,,,"Continuité des soins / Prise en charge holistique section","1 patient est en isolement au centre de transit de limba (zs de viadana) pour 3 lits, soit 33,3 % d’occupation ; aucune ambulance n’est disponible pour la riposte."
"098","2026-08-20","Sud-Kivu",25,,,,,,,,"Continuité des soins / Prise en charge holistique section","25 cas suspects restent hospitalises."
"099","2026-08-21","Ituri",521,,965,54.0,98,115,9,,"Continuité des soins / Prise en charge holistique section","98 nouvelles admissions et 2 readmissions ont ete enregistrees pour 115 sorties, dont 9 gueris et 14 evades. ainsi, 521 patients sont hospitalises pour 965 lits, soit un taux d’occupation global de 54%."
"099","2026-08-21","Nord-Kivu",176,,206,,66,59,4,,"Continuité des soins / Prise en charge holistique section","66 admissions ont ete enregistrees (5 confirmes et 61 suspects) pour 59 sorties dont 4 gueris au cte de katwa. ainsi, 176 malades sont hospitalises pour 206 lits, soit 85,4 % d’occupation."
"099","2026-08-21","Tshopo",,,14,,1,1,,,"Continuité des soins / Prise en charge holistique section","une nouvelle admission de cas suspect au cte hc kisangani et une sortie de guerison portent a 5 le nombre de patients isoles (1 confirme et 4 suspects) pour 14 lits, soit 35,7 % d’occupation."
"099","2026-08-21","Haut-Uele",69,,130,,11,,2,,"Continuité des soins / Prise en charge holistique section","11 admissions ont ete enregistrees, tous suspects et 2 gueris. ainsi, 69 malades sont hospitalises pour 130 lits, soit 53,1 % d’occupation."
"099","2026-08-21","Sud-Kivu",27,,,,,,,,"Continuité des soins / Prise en charge holistique section","27 cas suspects restent hospitalises. 7"
"100","2026-08-22","Ituri",528,,965,54.7,94,87,14,,"Continuité des soins / Prise en charge holistique section","94 nouvelles admissions ont ete enregistrees pour 87 sorties, dont 14 gueris et aucun evade. ainsi, 528 patients sont hospitalises pour 965 lits, soit un taux d’occupation global de 54,7%."
"100","2026-08-22","Nord-Kivu",167,,206,,19,28,3,,"Continuité des soins / Prise en charge holistique section","19 admissions ont ete enregistrees (5 confirmes et 14 suspects) pour 28 sorties dont 3 gueris au cte de beni. ainsi, 167 malades sont hospitalises pour 206 lits, soit 81,1 % d’occupation."
"100","2026-08-22","Tshopo",,,14,,1,1,,,"Continuité des soins / Prise en charge holistique section","une nouvelle admission de cas suspect au cte hc kisangani et une sortie de guerison portent a 4 le nombre de patients isoles (1 confirme et 3 suspects) pour 14 lits, soit 28,6 % d’occupation."
"100","2026-08-22","Haut-Uele",72,,130,,11,,,,"Continuité des soins / Prise en charge holistique section","11 admissions ont ete enregistrees (4 confirmes et 7 suspects). ainsi, 72 malades sont hospitalises pour 130 lits, soit 55,4 % d’occupation."
"100","2026-08-22","Sud-Kivu",29,,,,,,,,"Continuité des soins / Prise en charge holistique section","29 cas suspects restent hospitalises."
"101","2026-08-23","Ituri",555,,965,57.5,118,91,13,,"Continuité des soins / Prise en charge holistique section","118 nouvelles admissions ont ete enregistrees et 91 sorties dont 13 gueris. ainsi, 555 patients sont hospitalises pour 965 lits, soit un taux d’occupation global de 57,5 %."
"101","2026-08-23","Nord-Kivu",181,,206,87.9,38,17,,,"Continuité des soins / Prise en charge holistique section","38 admissions ont ete enregistrees pour 17 sorties. au terme de la journee, 181 patients sont hospitalises pour 206 lits, soit un taux d’occupation global de 87,9 %."
"101","2026-08-23","Tshopo",,,14,,4,1,,,"Continuité des soins / Prise en charge holistique section","4 nouvelles admissions de cas suspects et une sortie (transfert au cte) portent a 7 le nombre de patients isoles (1 confirme et 6 suspects) pour 14 lits, soit 50,0 % d’occupation."
"101","2026-08-23","Sud-Kivu",30,,,,,,,,"Continuité des soins / Prise en charge holistique section","30 cas suspects restent en isolement."
"101","2026-08-23","Haut-Uele",72,,130,,8,8,2,,"Continuité des soins / Prise en charge holistique section","8 admissions ont ete enregistrees (1 confirme et 7 suspects) pour 8 sorties, dont 2 gueris. un total de 72 patients sont en isolement pour 130 lits, soit 56,2%."
"102","2026-08-24","Ituri",522,,978,53.4,76,109,23,,"Continuité des soins / Prise en charge holistique section","76 nouvelles admissions ont ete enregistrees et 109 sorties dont 23 gueris. ainsi, 522 patients sont hospitalises pour 978 lits, soit un taux d’occupation global de 53,4 %."
"102","2026-08-24","Nord-Kivu",178,,206,86.4,32,35,4,,"Continuité des soins / Prise en charge holistique section","32 admissions ont ete enregistrees pour 35 sorties dont 4 gueris. au terme de la journee, 178 patients sont hospitalises pour 206 lits, soit un taux d’occupation global de 86,4 %."
"102","2026-08-24","Tshopo",,,14,,4,,,,"Continuité des soins / Prise en charge holistique section","4 nouvelles admissions de cas suspects et 10 patients isoles pour 14 lits, soit 71,4 % d’occupation"
"102","2026-08-24","Bas-Uele",1,,,,,,,,"Continuité des soins / Prise en charge holistique section","1 cas confirme est en isolement a l’hgr ganga."
"102","2026-08-24","Haut-Uele",81,,130,,12,3,3,,"Continuité des soins / Prise en charge holistique section","12 admissions ont ete enregistrees pour 3 sorties, dont 3 gueris. un total de 81 patients sont en isolement pour 130 lits, soit 62,3 %."
"103","2026-08-25","Ituri",488,,978,49.9,88,97,20,,"Continuité des soins / Prise en charge holistique section","88 nouvelles admissions ont ete enregistrees et 97 sorties dont 20 gueris. ainsi, 488 patients sont hospitalises pour 978 lits, soit un taux d’occupation global de 49,9 %."
"103","2026-08-25","Nord-Kivu",194,,206,94.2,53,37,1,,"Continuité des soins / Prise en charge holistique section","53 admissions ont ete enregistrees contre 37 sorties dont 1 gueri. au terme de la journee, 194 patients sont hospitalises pour 206 lits, soit un taux d’occupation global de 94,2 %."
"103","2026-08-25","Tshopo",,,14,,3,,,,"Continuité des soins / Prise en charge holistique section","3 nouvelles admissions de cas suspects et 8 patients isoles pour 14 lits, soit 57,1% d’occupation"
"103","2026-08-25","Bas-Uele",1,,,,,,,,"Continuité des soins / Prise en charge holistique section","1 cas confirme est en isolement a l’hgr ganga."
"103","2026-08-25","Haut-Uele",79,,120,,9,6,3,,"Continuité des soins / Prise en charge holistique section","9 admissions ont ete enregistrees contre 6 sorties, dont 3 gueris. un total de 79 patients sont en isolement pour 120 lits, soit 65,8% de taux d’occupation."
"104","2026-08-26","Ituri",549,,978,56.1,111,85,12,,"Continuité des soins / Prise en charge holistique section","111 nouvelles admissions ont ete enregistrees et 85 sorties dont 12 gueris. ainsi, 549 patients sont hospitalises pour 978 lits, soit un taux d’occupation global de 56,1%. 6"
"104","2026-08-26","Nord-Kivu",214,,206,103.9,69,33,1,,"Continuité des soins / Prise en charge holistique section","69 admissions ont ete enregistrees contre 33 sorties dont 1 gueri. au terme de la journee, 214 patients sont hospitalises pour 206 lits, soit un taux d’occupation global de 103,9 %."
"104","2026-08-26","Tshopo",,,14,,2,,,,"Continuité des soins / Prise en charge holistique section","2 nouvelles admissions de cas suspects et 11 patients isoles pour 14 lits, soit 78,6% d’occupation."
"104","2026-08-26","Haut-Uele",68,,,,17,15,11,,"Continuité des soins / Prise en charge holistique section","17 admissions ont ete enregistrees (3 confirmes et 14 suspects) contre 15 sorties dont 11 gueris. ainsi, 68 patients sont en isolement, soit 56,7% des lits occupes."
"105","2026-08-27","Ituri",522,,978,53.4,119,105,22,,"Continuité des soins / Prise en charge holistique section","119 nouvelles admissions ont ete enregistrees et 105 sorties dont 22 gueris. ainsi, 522 patients sont hospitalises pour 978 lits, soit un taux d’occupation global de 53,4 %."
"105","2026-08-27","Nord-Kivu",232,,220,105.5,89,42,1,,"Continuité des soins / Prise en charge holistique section","89 admissions ont ete enregistrees contre 42 sorties dont 1 gueri. au terme de la journee, 232 patients sont hospitalises pour 220 lits, soit un taux d’occupation global de 105,5 %."
"105","2026-08-27","Bas-Uele",1,,,25.0,,,,,"Continuité des soins / Prise en charge holistique section","1 patient confirme est en cours de soins (taux d’occupation : 25,0%)."
"105","2026-08-27","Haut-Uele",,,,,,,2,,"Continuité des soins / Prise en charge holistique section","2 nouveaux gueris ont ete decharges."
"106","2026-08-28","Ituri",552,,978,56.4,113,97,8,,"Continuité des soins / Prise en charge holistique section","113 nouvelles admissions ont ete enregistrees et 97 sorties dont 8 gueris. ainsi, 552 patients sont hospitalises pour 978 lits, soit un taux d’occupation de 56,4 %."
"106","2026-08-28","Nord-Kivu",236,,220,107.3,75,64,1,,"Continuité des soins / Prise en charge holistique section","75 admissions ont ete enregistrees contre 64 sorties dont 1 gueri. au decours de la journee, 236 patients sont hospitalises pour 220 lits, soit un taux d’occupation de 107,3 %."
"106","2026-08-28","Bas-Uele",1,,3,33.3,,,,,"Continuité des soins / Prise en charge holistique section","1 patient confirme est en cours de soins pour 3 lits disponibles (taux d’occupation : 33,3 %)"
"106","2026-08-28","Haut-Uele",70,,120,58.3,11,7,,,"Continuité des soins / Prise en charge holistique section","11 nouvelles admissions de cas suspects ont ete enregistrees et 7 sorties, 70 patients sont hospitalises pour 120 lits, soit un taux d’occupation de 58,3 % ;"
"106","2026-08-28","Tshopo",11,,25,44.0,3,4,,,"Continuité des soins / Prise en charge holistique section","3 nouvelles admissions ont ete enregistrees contre 4 sorties et 11 patients sont en isolement pour 25 lits, soit un taux d’occupation global de 44,0%."
"106","2026-08-28","Sud-Kivu",26,,,,,,,,"Continuité des soins / Prise en charge holistique section","26 patients restent en isolement."
"107","2026-08-29","Ituri",550,,978,56.2,117,119,34,,"Continuité des soins / Prise en charge holistique section","117 nouvelles admissions ont ete enregistrees et 119 sorties dont 34 gueris. ainsi, 550 patients sont hospitalises pour 978 lits, soit un taux d’occupation de 56,2 %."
"107","2026-08-29","Haut-Uele",44,,120,,12,9,5,,"Continuité des soins / Prise en charge holistique section","12 nouvelles admissions de cas suspects ont ete enregistrees et 9 sorties dont 5 gueris ; 44 patients sont hospitalises pour 120 lits, soit un taux d’occupation de 36,7"
"107","2026-08-29","Tshopo",10,,25,40.0,1,4,,,"Continuité des soins / Prise en charge holistique section","1 nouvelle admission a ete enregistree contre 4 sorties et 10 patients sont en isolement pour 25 lits, soit un taux d’occupation global de 40,0%."
"107","2026-08-29","Sud-Kivu",15,,,,,,,,"Continuité des soins / Prise en charge holistique section","15 cas suspects restent suivis en hospitalisation."
"108","2026-08-30","Ituri",524,,978,53.6,75,81,13,,"Continuité des soins / Prise en charge holistique section","75 nouvelles admissions dans les differentes structures dediees et 81 sorties dont 13 gueris. ainsi, 524 patients sont hospitalises pour 978 lits, soit un taux d’occupation de 53,6 %."
"108","2026-08-30","Nord-Kivu",282,,,128.2,75,54,3,,"Continuité des soins / Prise en charge holistique section","75 nouvelles admissions et 54 sorties dont 3 gueris ; 282 patients sont hospitalises et le taux d’occupation global des lits en cte/ct est en sursaturation (128,2 % ; 282/220)."
"108","2026-08-30","Tshopo",7,,25,32.0,0,,1,,"Continuité des soins / Prise en charge holistique section","aucune nouvelle admission n’a ete enregistree. sept sorties rapportees dont 1 gueri, 7 patients sont en isolement pour 25 lits, soit un taux d’occupation global de 32,0%."
"109","2026-08-31","Ituri",539,,978,55.1,97,82,16,,"Continuité des soins / Prise en charge holistique section","97 nouvelles admissions dans les differentes structures dediees contre 82 sorties dont 16 gueris. ainsi, 539 patients sont hospitalises pour 978 lits, soit un taux d’occupation de 55,1 %."
"109","2026-08-31","Nord-Kivu",283,,,128.6,55,54,6,,"Continuité des soins / Prise en charge holistique section","55 nouvelles admissions et 54 sorties dont 6 gueris ; 283 patients sont hospitalises et le taux d’occupation global des lits en cte/ct est en sursaturation (128,6 % ; 283/220)."
"109","2026-08-31","Sud-Kivu",8,,25,32.0,0,,,,"Continuité des soins / Prise en charge holistique section","aucune nouvelle admission n’a ete enregistree. huit (8) patients sont en isolement pour 25 lits, soit un taux d’occupation global de 32,0%."
"110","2026-09-01","Ituri",564,,978,57.7,112,87,27,,"Continuité des soins / Prise en charge holistique section","112 nouvelles admissions dans les differentes structures dediees contre 87 sorties dont 27 gueris. ainsi, 564 patients sont hospitalises pour 978 lits, soit un taux d’occupation de 57,7 %."
"110","2026-09-01","Nord-Kivu",232,,,105.5,60,62,2,,"Continuité des soins / Prise en charge holistique section","60 nouvelles admissions et 62 sorties dont 2 gueris ; 232 patients sont hospitalises et le taux d’occupation global des lits en cte/ct est en sursaturation (105,5 % ; 232/220)."
"110","2026-09-01","Sud-Kivu",8,,25,32.0,0,,,,"Continuité des soins / Prise en charge holistique section","aucune nouvelle admission n’a ete enregistree. huit (8) patients sont en isolement pour 25 lits, soit un taux d’occupation global de 32,0%."
"110","2026-09-01","Haut-Uele",,,,51.7,11,,,,"Continuité des soins / Prise en charge holistique section","11 nouvelles admissions ont ete enregistrees. au terme de la journee, 62 patients, soit un taux d’occupation global de 51,7% (120 lits)."
"110","2026-09-01","Tshopo",,,,,1,3,1,,"Continuité des soins / Prise en charge holistique section","une nouvelle admission a ete enregistree contre 3 sorties dont 1 gueri. trois"
"111","2026-09-02","Ituri",434,,978,44.4,63,106,28,,"Continuité des soins / Prise en charge holistique section","63 nouvelles admissions dans les differentes structures dediees contre 106 sorties dont 28 gueris. ainsi, 434 patients sont hospitalises pour 978 lits, soit un taux d’occupation de 44,4 %."
"111","2026-09-02","Nord-Kivu",261,,220,118.6,73,50,6,,"Continuité des soins / Prise en charge holistique section","73 nouvelles admissions et 50 sorties enregistrees dont 6 gueris ; 261 patients sont hospitalises et le taux d’occupation global des lits en cte/ct est en sursaturation (118,6 % ; 220 lits disponibles)."
"111","2026-09-02","Haut-Uele",,,,46.7,9,,,,"Continuité des soins / Prise en charge holistique section","9 nouvelles admissions ont ete enregistrees. au terme de la journee, 56 patients, soit un taux d’occupation global de 46,7% (120 lits)."
"111","2026-09-02","Tshopo",7,,25,28.0,3,,,,"Continuité des soins / Prise en charge holistique section","3 nouvelles admissions ont ete enregistrees. sept (7) patients sont en isolement pour 25 lits, soit un taux d’occupation global de 28,0%."
"112","2026-09-03","Ituri",434,,978,44.4,53,66,18,,"Continuité des soins / Prise en charge holistique section","53 nouvelles admissions dans les differentes structures dediees contre 66 sorties dont 18 gueris. ainsi, 434 patients sont hospitalises pour 978 lits, soit un taux d’occupation de 44,4 %. 6"
"112","2026-09-03","Nord-Kivu",225,,220,102.7,70,78,2,,"Continuité des soins / Prise en charge holistique section","70 nouvelles admissions et 78 sorties enregistrees dont 2 gueris ; 225 patients sont hospitalises exprimant un taux d’occupation global des lits en cte/ct est en sursaturation (102,7 % ; 220 lits disponibles)."
"112","2026-09-03","Haut-Uele",62,,128,50.8,14,7,,2,"Continuité des soins / Prise en charge holistique section","14 nouvelles admissions contre 7 sorties (4 non-cas, 2 deces suspects et 1 evasion d’un confirme). ainsi, 62 patients sont hospitalises (49 confirmes et 13 suspects) pour 128 lits, soit un taux d’occupation de 50,8 %."
"112","2026-09-03","Tshopo",6,,25,24.0,0,,,,"Continuité des soins / Prise en charge holistique section","aucune nouvelle admission n’a ete enregistree et un cas confirme s’est evade au j4 d’hospitalisation. six (6) patients sont en isolement pour 25 lits, soit un taux d’occupation de 24,0 %"
"113","2026-09-04","Ituri",495,,978,50.6,96,110,19,,"Continuité des soins / Prise en charge holistique section","96 nouvelles admissions dans les differentes structures dediees contre 110 sorties dont 19 gueris. ainsi, 495 patients sont hospitalises pour 978 lits, soit un taux d’occupation de 50,6%."
"113","2026-09-04","Nord-Kivu",237,,220,107.7,78,58,2,,"Continuité des soins / Prise en charge holistique section","78 nouvelles admissions et 58 sorties enregistrees dont 2 gueris ; 237 patients sont hospitalises exprimant un taux d’occupation global des lits en cte/ct est en sursaturation (107,7 % ; 220 lits disponibles)."
"113","2026-09-04","Haut-Uele",62,,128,48.4,10,7,0,,"Continuité des soins / Prise en charge holistique section","10 nouvelles admissions contre 7 sorties (aucun gueri). ainsi, 62 patients sont hospitalises pour 128 lits, soit un taux d’occupation de 48,4%."
"113","2026-09-04","Tshopo",7,,25,28.0,0,1,,,"Continuité des soins / Prise en charge holistique section","aucune nouvelle admission enregistree et une sortie non-cas. sept (7) patients sont en isolement pour 25 lits, soit un taux d’occupation de 28,0 %"
"113","2026-09-04","Sud-Kivu",16,,25,64.0,5,0,,,"Continuité des soins / Prise en charge holistique section","5 nouvelles admissions et aucune sortie. seize (16) patients sont en isolement pour 25 lits, soit un taux d’occupation de 64,0 %"
"114","2026-09-05","Ituri",510,,978,52.1,100,85,21,,"Continuité des soins / Prise en charge holistique section","100 nouvelles admissions dans les differentes structures dediees contre 85 sorties dont 21 gueris. ainsi, 510 patients sont hospitalises pour 978 lits, soit un taux d’occupation de 52,1%."
"114","2026-09-05","Nord-Kivu",253,,220,115.0,54,38,2,,"Continuité des soins / Prise en charge holistique section","54 nouvelles admissions et 38 sorties enregistrees dont 2 gueris ; 253 patients sont hospitalises exprimant un taux d’occupation global des lits en cte/ct est en sursaturation (115,0 % ; 220 lits disponibles)."
"114","2026-09-05","Haut-Uele",65,,128,50.8,15,7,8,,"Continuité des soins / Prise en charge holistique section","15 nouvelles admissions contre 7 sorties (8 gueri). ainsi, 65 patients sont hospitalises pour 128 lits, soit un taux d’occupation de 50,8%."
"114","2026-09-05","Tshopo",6,,25,24.0,1,,1,,"Continuité des soins / Prise en charge holistique section","une nouvelle admission a ete enregistree et deux sorties (1 gueri). six (6) patients sont en isolement pour 25 lits, soit un taux d’occupation de 24,0 %"
"114","2026-09-05","Sud-Kivu",17,,25,68.0,,,,,"Continuité des soins / Prise en charge holistique section","dix-sept (17) patients sont en isolement pour 25 lits, soit un taux d’occupation de 68,0 %"
"115","2026-09-06","Ituri",484,,978,49.5,55,79,11,,"Continuité des soins / Prise en charge holistique section","55 nouvelles admissions dans les differentes structures dediees contre 79 sorties dont 11 gueris. ainsi, 484 patients sont hospitalises pour 978 lits, soit un taux d’occupation de 49,5%."
"115","2026-09-06","Nord-Kivu",262,,220,123.2,67,58,1,,"Continuité des soins / Prise en charge holistique section","67 nouvelles admissions et 58 sorties enregistrees dont 1 gueri ; 262 patients sont hospitalises exprimant un taux d’occupation global des lits en cte/ct est en sursaturation (123,2 % ; 220 lits disponibles). 6"
"115","2026-09-06","Haut-Uele",68,,128,50.8,13,6,3,,"Continuité des soins / Prise en charge holistique section","13 nouvelles admissions contre 6 sorties (3 gueri). ainsi, 68 patients sont hospitalises pour 128 lits, soit un taux d’occupation de 50,8%."
"115","2026-09-06","Tshopo",5,,25,20.0,0,,0,,"Continuité des soins / Prise en charge holistique section","aucune nouvelle admission n’a ete enregistree et deux sorties (aucun gueri). cinq (5) patients sont en isolement pour 25 lits, soit un taux d’occupation de 20,0 %."
"116","2026-09-07","Ituri",473,,978,48.4,77,88,21,,"Continuité des soins / Prise en charge holistique section","77 nouvelles admissions dans les differentes structures dediees contre 88 sorties dont 21 gueris. ainsi, 473 patients sont hospitalises pour 978 lits, soit un taux d’occupation de 48,4% ; 433/457 (95%) patients ont beneficie de repas chaud ; 14/14 (100%) enfants sont sous lnpe/slm au cte, 3/3 (100"
"116","2026-09-07","Nord-Kivu",254,,220,115.5,74,91,2,,"Continuité des soins / Prise en charge holistique section","74 nouvelles admissions et 91 sorties enregistrees dont 2 gueries ; 254 patients sont hospitalises exprimant un taux d’occupation global des lits en cte/ct est en sursaturation (115,5 % ; 220 lits disponibles)."
"116","2026-09-07","Haut-Uele",62,,128,48.4,11,6,4,,"Continuité des soins / Prise en charge holistique section","11 nouvelles admissions contre 6 sorties (4 gueries). ainsi, 62 patients sont hospitalises pour 128 lits, soit un taux d’occupation de 48,4%."
